sample_rank,repo_id,repo_name,llm_native_manual,collaboration_niche,year,window_start,window_end,issues_opened,issues_closed_during_window,issue_flow_balance,prs_opened,prs_closed_during_window,prs_merged_during_window,prs_closed_unmerged_during_window,pr_flow_balance,currently_open_issues_from_vintage,currently_open_prs_from_vintage,graphql_cost,graphql_remaining,collected_at,quality_flag
88,1108837393,code-yeongyu/oh-my-openagent,llm_native,agent_application,2025,2025-01-01,2025-08-31,0,0,0,0,0,0,0,0,0,0,1,4809,2026-09-02T07:15:08.637400+00:00,search_count_invariants_ok
88,1108837393,code-yeongyu/oh-my-openagent,llm_native,agent_application,2026,2026-01-01,2026-08-31,2431,1997,434,4583,3711,2710,1001,872,497,375,1,4809,2026-09-02T07:15:08.637400+00:00,search_count_invariants_ok
89,291438522,siyuan-note/siyuan,mixed,agent_application,2024,2024-01-01,2024-08-31,2204,1887,317,121,123,94,29,-2,12,0,1,4808,2026-09-02T07:15:10.662045+00:00,search_count_invariants_ok
89,291438522,siyuan-note/siyuan,mixed,agent_application,2025,2025-01-01,2025-08-31,1858,1738,120,173,165,135,30,8,3,0,1,4808,2026-09-02T07:15:10.662045+00:00,search_count_invariants_ok
89,291438522,siyuan-note/siyuan,mixed,agent_application,2026,2026-01-01,2026-08-31,1882,2270,-388,421,428,346,82,-7,25,1,1,4808,2026-09-02T07:15:10.662045+00:00,search_count_invariants_ok
90,881221486,verl-project/verl,llm_native,model_infra,2024,2024-01-01,2024-08-31,0,0,0,0,0,0,0,0,0,0,1,4806,2026-09-02T07:15:12.739611+00:00,search_count_invariants_ok
90,881221486,verl-project/verl,llm_native,model_infra,2025,2025-01-01,2025-08-31,1410,474,936,1749,1582,1240,342,167,184,114,1,4806,2026-09-02T07:15:12.739611+00:00,search_count_invariants_ok
90,881221486,verl-project/verl,llm_native,model_infra,2026,2026-01-01,2026-08-31,696,1473,-777,2148,1790,1165,625,358,316,343,1,4806,2026-09-02T07:15:12.739611+00:00,search_count_invariants_ok
91,250510075,huggingface/trl,llm_native,model_infra,2024,2024-01-01,2024-08-31,420,435,-15,412,405,343,62,7,0,0,1,4805,2026-09-02T07:15:14.723924+00:00,search_count_invariants_ok
91,250510075,huggingface/trl,llm_native,model_infra,2025,2025-01-01,2025-08-31,681,324,357,731,711,529,182,20,12,4,1,4805,2026-09-02T07:15:14.723924+00:00,search_count_invariants_ok
91,250510075,huggingface/trl,llm_native,model_infra,2026,2026-01-01,2026-08-31,352,779,-427,1814,1593,1273,320,221,89,179,1,4805,2026-09-02T07:15:14.723924+00:00,search_count_invariants_ok
92,627480054,eosphoros-ai/DB-GPT,llm_native,agent_framework,2024,2024-01-01,2024-08-31,505,549,-44,386,384,336,48,2,24,4,1,4804,2026-09-02T07:15:17.019790+00:00,search_count_invariants_ok
92,627480054,eosphoros-ai/DB-GPT,llm_native,agent_framework,2025,2025-01-01,2025-08-31,379,145,234,229,213,196,17,16,137,17,1,4804,2026-09-02T07:15:17.019790+00:00,search_count_invariants_ok
92,627480054,eosphoros-ai/DB-GPT,llm_native,agent_framework,2026,2026-01-01,2026-08-31,84,153,-69,154,114,86,28,40,43,35,1,4804,2026-09-02T07:15:17.019790+00:00,search_count_invariants_ok
93,600596928,danny-avila/LibreChat,llm_native,agent_application,2024,2024-01-01,2024-08-31,837,778,59,770,755,623,132,15,16,1,1,4802,2026-09-02T07:15:19.075033+00:00,search_count_invariants_ok
93,600596928,danny-avila/LibreChat,llm_native,agent_application,2025,2025-01-01,2025-08-31,1554,1531,23,1063,1019,710,309,44,47,7,1,4802,2026-09-02T07:15:19.075033+00:00,search_count_invariants_ok
93,600596928,danny-avila/LibreChat,llm_native,agent_application,2026,2026-01-01,2026-08-31,1064,934,130,2575,2254,1736,518,321,206,332,1,4802,2026-09-02T07:15:19.075033+00:00,search_count_invariants_ok
94,631431061,apache/gravitino,traditional,model_infra,2024,2024-01-01,2024-08-31,1705,1433,272,1827,1768,1562,206,59,198,0,1,4801,2026-09-02T07:15:20.945730+00:00,search_count_invariants_ok
94,631431061,apache/gravitino,traditional,model_infra,2025,2025-01-01,2025-08-31,1001,912,89,1271,1243,1060,183,28,111,18,1,4801,2026-09-02T07:15:20.945730+00:00,search_count_invariants_ok
94,631431061,apache/gravitino,traditional,model_infra,2026,2026-01-01,2026-08-31,1268,1033,235,1870,1678,1352,326,192,331,187,1,4801,2026-09-02T07:15:20.945730+00:00,search_count_invariants_ok
95,987670088,charmbracelet/crush,llm_native,agent_application,2024,2024-01-01,2024-08-31,0,0,0,0,0,0,0,0,0,0,1,4799,2026-09-02T07:15:23.533772+00:00,search_count_invariants_ok
95,987670088,charmbracelet/crush,llm_native,agent_application,2025,2025-01-01,2025-08-31,359,122,237,522,456,370,86,66,32,1,1,4799,2026-09-02T07:15:23.533772+00:00,search_count_invariants_ok
95,987670088,charmbracelet/crush,llm_native,agent_application,2026,2026-01-01,2026-08-31,573,395,178,1248,1026,756,270,222,316,253,1,4799,2026-09-02T07:15:23.533772+00:00,search_count_invariants_ok
96,846698999,aaif-goose/goose,llm_native,agent_application,2024,2024-01-01,2024-08-31,5,3,2,22,15,13,2,7,0,0,1,4798,2026-09-02T07:15:25.416575+00:00,search_count_invariants_ok
96,846698999,aaif-goose/goose,llm_native,agent_application,2025,2025-01-01,2025-08-31,955,706,249,2861,2835,2247,588,26,0,0,1,4798,2026-09-02T07:15:25.416575+00:00,search_count_invariants_ok
96,846698999,aaif-goose/goose,llm_native,agent_application,2026,2026-01-01,2026-08-31,1439,1460,-21,3806,3544,2543,1001,262,151,68,1,4798,2026-09-02T07:15:25.416575+00:00,search_count_invariants_ok
97,701547123,open-webui/open-webui,llm_native,agent_application,2024,2024-01-01,2024-08-31,1807,1696,111,1334,1317,973,344,17,3,0,1,4797,2026-09-02T07:15:27.477650+00:00,search_count_invariants_ok
97,701547123,open-webui/open-webui,llm_native,agent_application,2025,2025-01-01,2025-08-31,3117,3039,78,2113,2058,1052,1006,55,14,1,1,4797,2026-09-02T07:15:27.477650+00:00,search_count_invariants_ok
97,701547123,open-webui/open-webui,llm_native,agent_application,2026,2026-01-01,2026-08-31,2312,2318,-6,5168,4880,1150,3730,288,114,46,1,4797,2026-09-02T07:15:27.477650+00:00,search_count_invariants_ok
98,707441527,livekit/agents,llm_native,agent_framework,2024,2024-01-01,2024-08-31,123,86,37,478,465,412,53,13,5,1,1,4795,2026-09-02T07:15:29.592640+00:00,search_count_invariants_ok
98,707441527,livekit/agents,llm_native,agent_framework,2025,2025-01-01,2025-08-31,763,624,139,1217,1135,966,169,82,8,50,1,4795,2026-09-02T07:15:29.592640+00:00,search_count_invariants_ok
98,707441527,livekit/agents,llm_native,agent_framework,2026,2026-01-01,2026-08-31,581,645,-64,2048,1611,1290,321,437,168,428,1,4795,2026-09-02T07:15:29.592640+00:00,search_count_invariants_ok
99,1012087571,router-for-me/CLIProxyAPI,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-31,0,0,0,0,0,0,0,0,0,0,1,4794,2026-09-02T07:15:31.436009+00:00,search_count_invariants_ok
99,1012087571,router-for-me/CLIProxyAPI,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-31,15,12,3,3,3,2,1,0,0,0,1,4794,2026-09-02T07:15:31.436009+00:00,search_count_invariants_ok
99,1012087571,router-for-me/CLIProxyAPI,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-31,2301,2250,51,1688,1201,504,697,487,75,405,1,4794,2026-09-02T07:15:31.436009+00:00,search_count_invariants_ok
100,819733173,kvcache-ai/Mooncake,llm_native,model_infra,2024,2024-01-01,2024-08-31,3,1,2,0,0,0,0,0,0,0,1,4792,2026-09-02T07:15:33.556885+00:00,search_count_invariants_ok
100,819733173,kvcache-ai/Mooncake,llm_native,model_infra,2025,2025-01-01,2025-08-31,208,94,114,528,483,425,58,45,0,1,1,4792,2026-09-02T07:15:33.556885+00:00,search_count_invariants_ok
100,819733173,kvcache-ai/Mooncake,llm_native,model_infra,2026,2026-01-01,2026-08-31,538,524,14,1943,1578,1382,196,365,231,276,1,4792,2026-09-02T07:15:33.556885+00:00,search_count_invariants_ok
