study_stage,panel_year,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
year_2025_m5_m8,2025,2025-05-01,2025-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,issue,7347,I_kwDOJku7Qs673b_L,https://github.com/langfuse/langfuse/issues/7347,closed,closed,2025-06-17T02:53:56Z,2026-05-02T01:46:48Z,2025-06-19T06:40:01Z,,Brant-lzh,User,NONE,human_account,,no,,6,bug|self-hosting,1420,30,0.02112676,47.333333,6658,8804,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:36.292712+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,issue,7414,I_kwDOJku7Qs68cya_,https://github.com/langfuse/langfuse/issues/7414,closed,closed,2025-06-20T01:29:35Z,2026-05-02T01:47:19Z,2025-06-23T02:22:34Z,,skax-kimhyun5u,User,NONE,human_account,,no,,5,🐞❔ unconfirmed bug,1420,30,0.02112676,47.333333,6658,8804,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:36.292712+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,issue,8150,I_kwDOJku7Qs7Ct90q,https://github.com/langfuse/langfuse/issues/8150,closed,closed,2025-07-27T07:29:48Z,2026-05-02T01:38:02Z,2025-09-16T13:46:46Z,,michaelmarina,User,NONE,human_account,,no,,5,🐞❔ unconfirmed bug,1420,30,0.02112676,47.333333,6658,8804,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:36.292712+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15348,PR_kwDOJku7Qs71S3g3,https://github.com/langfuse/langfuse/pull/15348,closed,closed_unmerged,2026-07-23T09:33:33Z,2026-07-27T15:12:02Z,2026-07-27T15:11:23Z,,nmtrang29,User,CONTRIBUTOR,human_account,,no,,3,preview|storybook,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14191,PR_kwDOJku7Qs7lTbpA,https://github.com/langfuse/langfuse/pull/14191,closed,closed_unmerged,2026-06-11T12:19:32Z,2026-06-11T12:47:52Z,2026-06-11T12:47:52Z,,jannikmaierhoefer,User,MEMBER,human_account,,no,,1,size:L|ui-bug,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15470,PR_kwDOJku7Qs723BZJ,https://github.com/langfuse/langfuse/pull/15470,closed,merged,2026-07-27T10:44:54Z,2026-07-27T12:09:18Z,2026-07-27T12:09:13Z,2026-07-27T12:09:13Z,marliessophie,User,MEMBER,human_account,,no,,2,feat-evals|preview|size:XL,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14984,PR_kwDOJku7Qs7wM1f4,https://github.com/langfuse/langfuse/pull/14984,closed,merged,2026-07-10T13:59:45Z,2026-07-10T14:17:37Z,2026-07-10T14:17:33Z,2026-07-10T14:17:33Z,bezbac,User,MEMBER,human_account,,no,,1,size:S|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14024,PR_kwDOJku7Qs7iO9xX,https://github.com/langfuse/langfuse/pull/14024,closed,merged,2026-06-03T13:13:43Z,2026-06-03T14:28:58Z,2026-06-03T14:28:53Z,2026-06-03T14:28:53Z,wochinge,User,CONTRIBUTOR,human_account,,no,,1,feat-evals|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16786,PR_kwDOJku7Qs8AAAABBWmm4g,https://github.com/langfuse/langfuse/pull/16786,open,open,2026-08-28T15:02:46Z,2026-08-28T15:25:09Z,,,nkabardin,User,CONTRIBUTOR,human_account,,no,,2,feat-evals|preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14248,PR_kwDOJku7Qs7me6Z8,https://github.com/langfuse/langfuse/pull/14248,closed,merged,2026-06-15T10:09:01Z,2026-06-15T12:18:32Z,2026-06-15T12:18:28Z,2026-06-15T12:18:28Z,bezbac,User,MEMBER,human_account,,no,,2,size:L|storybook|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16117,PR_kwDOJku7Qs7-_lsy,https://github.com/langfuse/langfuse/pull/16117,closed,closed_unmerged,2026-08-14T08:03:49Z,2026-08-14T13:15:08Z,2026-08-14T13:15:05Z,,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,2,dependencies|javascript|preview|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16722,PR_kwDOJku7Qs8AAAABBPpBLg,https://github.com/langfuse/langfuse/pull/16722,open,open,2026-08-27T18:14:36Z,2026-08-27T18:37:17Z,,,marksalpeter,User,CONTRIBUTOR,human_account,,no,,1,feat-auth|has-conflicts|size:XL,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15363,PR_kwDOJku7Qs71VXS-,https://github.com/langfuse/langfuse/pull/15363,closed,merged,2026-07-23T11:11:00Z,2026-07-23T11:24:04Z,2026-07-23T11:24:01Z,2026-07-23T11:24:01Z,nimarb,User,CONTRIBUTOR,human_account,,no,,2,dependencies|preview|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16797,PR_kwDOJku7Qs8AAAABBXRIXA,https://github.com/langfuse/langfuse/pull/16797,open,open,2026-08-28T16:46:40Z,2026-08-28T16:55:21Z,,,nkabardin,User,CONTRIBUTOR,human_account,cursor,no,,3,preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16082,PR_kwDOJku7Qs7-obJg,https://github.com/langfuse/langfuse/pull/16082,closed,merged,2026-08-13T14:22:34Z,2026-08-14T10:36:46Z,2026-08-14T10:36:43Z,2026-08-14T10:36:43Z,LysanderKie,User,CONTRIBUTOR,human_account,,no,,4,bug-fix-mar-26|preview|size:M,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15395,PR_kwDOJku7Qs71wJcU,https://github.com/langfuse/langfuse/pull/15395,open,open,2026-07-24T08:06:36Z,2026-08-19T12:56:30Z,,,nkabardin,User,CONTRIBUTOR,human_account,,no,,7,feat-dashboard|has-conflicts|size:XL|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15461,PR_kwDOJku7Qs72yvau,https://github.com/langfuse/langfuse/pull/15461,closed,merged,2026-07-27T08:01:46Z,2026-08-21T09:41:24Z,2026-08-21T09:41:20Z,2026-08-21T09:41:20Z,Steffen911,User,MEMBER,human_account,,no,,7,preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16490,PR_kwDOJku7Qs8AAAABA1L8HQ,https://github.com/langfuse/langfuse/pull/16490,open,open,2026-08-24T17:14:41Z,2026-08-24T17:20:06Z,,,chelsealong,User,CONTRIBUTOR,human_account,,no,,0,bug|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15413,PR_kwDOJku7Qs711GZL,https://github.com/langfuse/langfuse/pull/15413,closed,merged,2026-07-24T11:34:51Z,2026-07-24T12:12:17Z,2026-07-24T12:12:15Z,2026-07-24T12:12:15Z,nkabardin,User,CONTRIBUTOR,human_account,,no,,2,preview|size:XL|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14980,PR_kwDOJku7Qs7wLKiy,https://github.com/langfuse/langfuse/pull/14980,closed,closed_unmerged,2026-07-10T12:53:01Z,2026-07-13T09:01:34Z,2026-07-13T09:01:34Z,,niklassemmler,User,CONTRIBUTOR,human_account,graphite-app,no,,6,size:XL|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14018,PR_kwDOJku7Qs7iI0V3,https://github.com/langfuse/langfuse/pull/14018,closed,merged,2026-06-03T08:48:34Z,2026-06-05T14:40:23Z,2026-06-05T14:40:16Z,2026-06-05T14:40:16Z,bezbac,User,MEMBER,human_account,,no,,1,lgtm|size:XL,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,issue,15216,I_kwDOJku7Qs8AAAABJaul0A,https://github.com/langfuse/langfuse/issues/15216,open,open,2026-07-20T08:04:07Z,2026-08-12T13:31:44Z,,,achikkachar-cognna,User,NONE,human_account,,no,,2,bug|feat-datasets|feat-evals|feat-experiments|feat-otel|integration-otel|sdk-python|tables|🐞❔ unconfirmed bug,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,13993,PR_kwDOJku7Qs7hwYDJ,https://github.com/langfuse/langfuse/pull/13993,closed,closed_unmerged,2026-06-02T11:01:36Z,2026-06-02T11:06:21Z,2026-06-02T11:03:14Z,,solstxce,User,NONE,human_account,,no,,0,size:S,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16592,PR_kwDOJku7Qs8AAAABBDUuDQ,https://github.com/langfuse/langfuse/pull/16592,closed,merged,2026-08-26T09:08:09Z,2026-08-26T09:49:22Z,2026-08-26T09:49:19Z,2026-08-26T09:49:18Z,niklassemmler,User,CONTRIBUTOR,human_account,,no,,2,bug|preview|size:S,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15259,PR_kwDOJku7Qs70YDyV,https://github.com/langfuse/langfuse/pull/15259,closed,merged,2026-07-21T13:23:33Z,2026-07-21T13:38:42Z,2026-07-21T13:38:39Z,2026-07-21T13:38:39Z,nimarb,User,CONTRIBUTOR,human_account,,no,,2,dependencies|preview|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14250,PR_kwDOJku7Qs7mfsYF,https://github.com/langfuse/langfuse/pull/14250,closed,merged,2026-06-15T10:42:05Z,2026-06-15T11:25:54Z,2026-06-15T11:25:52Z,2026-06-15T11:25:52Z,marliessophie,User,MEMBER,human_account,,no,,1,size:M,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14638,PR_kwDOJku7Qs7r3UGF,https://github.com/langfuse/langfuse/pull/14638,closed,merged,2026-06-29T16:17:36Z,2026-06-29T19:20:50Z,2026-06-29T19:20:47Z,2026-06-29T19:20:46Z,nimarb,User,CONTRIBUTOR,human_account,,no,,1,size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,14360,PR_kwDOJku7Qs7n8DrZ,https://github.com/langfuse/langfuse/pull/14360,closed,merged,2026-06-18T12:26:41Z,2026-06-18T15:45:25Z,2026-06-18T15:45:21Z,2026-06-18T15:45:20Z,maxdeichmann,User,MEMBER,human_account,,no,,1,feat-api|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,15607,PR_kwDOJku7Qs74aMEH,https://github.com/langfuse/langfuse/pull/15607,closed,merged,2026-07-30T08:14:21Z,2026-07-30T08:40:50Z,2026-07-30T08:40:46Z,2026-07-30T08:40:46Z,Steffen911,User,MEMBER,human_account,,no,,2,preview|size:S,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16002,PR_kwDOJku7Qs79nuN-,https://github.com/langfuse/langfuse/pull/16002,closed,merged,2026-08-11T16:32:13Z,2026-08-12T12:32:15Z,2026-08-12T12:32:11Z,2026-08-12T12:32:11Z,nimarb,User,CONTRIBUTOR,human_account,,no,,2,preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,issue,15566,I_kwDOJku7Qs8AAAABKoOhCQ,https://github.com/langfuse/langfuse/issues/15566,open,open,2026-07-29T10:33:36Z,2026-08-12T13:31:07Z,,,anzhexe,User,NONE,human_account,,no,,3,bug|feat-tracing|tables|🐞❔ unconfirmed bug,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,issue,14725,I_kwDOJku7Qs8AAAABHdTZxg,https://github.com/langfuse/langfuse/issues/14725,closed,closed,2026-07-02T14:37:05Z,2026-07-08T18:47:06Z,2026-07-02T18:48:21Z,,kepler,User,NONE,human_account,,no,,9,bug|feat-api|feat-ingestion|integration-otel,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,efficiency_panel_case,pull_request,16072,PR_kwDOJku7Qs7-kD6U,https://github.com/langfuse/langfuse/pull/16072,open,open,2026-08-13T11:54:16Z,2026-08-16T06:06:53Z,,,sumerman,User,CONTRIBUTOR,human_account,,no,,2,,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,issue,14357,I_kwDOGkVX1s6TeDH_,https://github.com/coder/coder/issues/14357,closed,closed,2024-08-19T20:15:19Z,2024-09-11T04:13:32Z,2024-09-11T04:13:32Z,,bpmct,User,MEMBER,human_account,,no,,0,customer-reported|multi-org|observability,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13391,PR_kwDOGkVX1s5w4Re0,https://github.com/coder/coder/pull/13391,closed,merged,2024-05-29T12:30:07Z,2024-05-29T12:37:19Z,2024-05-29T12:37:06Z,2024-05-29T12:37:06Z,mattvollmer,User,CONTRIBUTOR,human_account,,no,,0,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13262,PR_kwDOGkVX1s5vSae7,https://github.com/coder/coder/pull/13262,closed,merged,2024-05-13T17:00:33Z,2024-05-13T17:13:54Z,2024-05-13T17:13:42Z,2024-05-13T17:13:42Z,BrunoQuaresma,User,CONTRIBUTOR,human_account,,no,,1,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13170,PR_kwDOGkVX1s5unqxR,https://github.com/coder/coder/pull/13170,closed,merged,2024-05-06T10:30:41Z,2024-05-06T11:14:53Z,2024-05-06T11:14:38Z,2024-05-06T11:14:38Z,mafredri,User,MEMBER,human_account,,no,,1,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13893,PR_kwDOGkVX1s51X8Fj,https://github.com/coder/coder/pull/13893,closed,merged,2024-07-15T11:27:49Z,2024-07-15T15:52:07Z,2024-07-15T15:51:55Z,2024-07-15T15:51:55Z,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,0,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13365,PR_kwDOGkVX1s5wgnLm,https://github.com/coder/coder/pull/13365,closed,merged,2024-05-24T20:42:28Z,2024-06-03T14:34:23Z,2024-06-03T14:34:10Z,2024-06-03T14:34:10Z,Emyrk,User,MEMBER,human_account,,no,,3,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,issue,14031,I_kwDOGkVX1s6RAS1C,https://github.com/coder/coder/issues/14031,open,open,2024-07-26T18:28:24Z,2024-12-10T20:42:34Z,,,stirby,User,COLLABORATOR,human_account,,no,,2,customer-requested|roadmap|roadmap-maybe,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,issue,13251,I_kwDOGkVX1s6IonND,https://github.com/coder/coder/issues/13251,closed,closed,2024-05-13T09:52:59Z,2024-05-16T08:01:00Z,2024-05-16T08:01:00Z,,dannykopping,User,CONTRIBUTOR,human_account,,no,,0,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,14432,PR_kwDOGkVX1s55dESz,https://github.com/coder/coder/pull/14432,closed,merged,2024-08-26T15:20:47Z,2024-08-30T16:19:48Z,2024-08-30T16:19:36Z,2024-08-30T16:19:36Z,Emyrk,User,MEMBER,human_account,,no,,1,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13643,PR_kwDOGkVX1s5zWh7s,https://github.com/coder/coder/pull/13643,closed,merged,2024-06-24T11:10:02Z,2024-06-24T17:22:28Z,2024-06-24T17:22:17Z,2024-06-24T17:22:17Z,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,0,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13175,PR_kwDOGkVX1s5uoFdQ,https://github.com/coder/coder/pull/13175,closed,closed_unmerged,2024-05-06T11:37:13Z,2024-05-10T21:09:05Z,2024-05-10T21:09:04Z,,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,1,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,issue,13328,I_kwDOGkVX1s6Jiai_,https://github.com/coder/coder/issues/13328,closed,closed,2024-05-21T07:07:20Z,2024-10-25T18:36:03Z,2024-10-25T18:36:03Z,,dannykopping,User,CONTRIBUTOR,human_account,,no,,5,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,issue,156,I_kwDOMR_Syc6b09q_,https://github.com/coder/internal/issues/156,open,open,2024-08-14T16:15:09Z,2024-10-25T18:12:52Z,,,stirby,User,NONE,human_account,,no,,1,tech-debt,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,13372,PR_kwDOGkVX1s5wpl-l,https://github.com/coder/coder/pull/13372,closed,merged,2024-05-27T11:09:29Z,2024-05-28T20:17:40Z,2024-05-28T20:17:23Z,2024-05-28T20:17:23Z,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,1,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,14118,PR_kwDOGkVX1s53QvmC,https://github.com/coder/coder/pull/14118,closed,closed_unmerged,2024-08-02T14:14:47Z,2025-02-03T00:07:02Z,2024-08-05T14:17:18Z,,BrunoQuaresma,User,CONTRIBUTOR,human_account,,no,,2,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,14386,PR_kwDOGkVX1s55BU4u,https://github.com/coder/coder/pull/14386,closed,merged,2024-08-21T18:20:49Z,2024-08-21T18:24:48Z,2024-08-21T18:24:35Z,2024-08-21T18:24:35Z,stirby,User,COLLABORATOR,human_account,,no,,0,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,pull_request,14173,PR_kwDOGkVX1s53e68B,https://github.com/coder/coder/pull/14173,closed,merged,2024-08-05T18:34:26Z,2024-08-07T16:19:33Z,2024-08-07T16:19:31Z,2024-08-07T16:19:31Z,Emyrk,User,MEMBER,human_account,,no,,1,,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,25,coder/coder,mixed,agent_runtime_infra,efficiency_panel_case,issue,13969,I_kwDOGkVX1s6Qbxzi,https://github.com/coder/coder/issues/13969,closed,closed,2024-07-22T15:47:37Z,2024-07-30T02:58:06Z,2024-07-30T02:58:06Z,,Emyrk,User,MEMBER,human_account,,no,,1,security,1315,30,0.02281369,43.833333,13116,14474,260829,uniform_issue_number_rejection_sample,2026-08-30T17:00:54.749231+00:00
