study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,10319,I_kwDOJku7Qs7W_11w,https://github.com/langfuse/langfuse/issues/10319,closed,closed,2025-11-10T09:34:51Z,2026-07-06T11:35:43Z,2025-11-17T10:55:39Z,,vincentclaes,User,NONE,human_account,,no,,3,bug,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,9750,I_kwDOJku7Qs7RuyHJ,https://github.com/langfuse/langfuse/issues/9750,closed,closed,2025-10-15T16:08:03Z,2026-05-02T01:55:21Z,2025-10-15T16:34:05Z,,Ryner01,User,NONE,human_account,,no,,2,🐞❔ unconfirmed bug,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9665,PR_kwDOJku7Qs6tJJVq,https://github.com/langfuse/langfuse/pull/9665,closed,merged,2025-10-10T17:30:39Z,2025-10-10T17:44:20Z,2025-10-10T17:44:14Z,2025-10-10T17:44:14Z,maxdeichmann,User,MEMBER,human_account,,no,,0,size:XS,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10359,PR_kwDOJku7Qs6yrhXs,https://github.com/langfuse/langfuse/pull/10359,closed,merged,2025-11-11T05:59:42Z,2025-11-11T06:50:20Z,2025-11-11T06:50:17Z,2025-11-11T06:50:17Z,marcklingen,User,MEMBER,human_account,,no,,0,size:M|ui,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10668,PR_kwDOJku7Qs61L3mf,https://github.com/langfuse/langfuse/pull/10668,closed,merged,2025-11-24T12:22:34Z,2025-11-24T12:52:33Z,2025-11-24T12:52:29Z,2025-11-24T12:52:29Z,marcklingen,User,MEMBER,human_account,,no,,1,bug|size:S,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10872,PR_kwDOJku7Qs62rmYm,https://github.com/langfuse/langfuse/pull/10872,closed,merged,2025-12-02T19:51:45Z,2025-12-02T20:16:36Z,2025-12-02T20:16:34Z,2025-12-02T20:16:34Z,Steffen911,User,MEMBER,human_account,,no,,0,size:L,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,9733,I_kwDOJku7Qs7RlHah,https://github.com/langfuse/langfuse/issues/9733,closed,closed,2025-10-15T03:10:06Z,2026-05-02T01:54:51Z,2025-10-15T09:42:38Z,,cheatofrom,User,NONE,human_account,,no,,3,🐞❔ unconfirmed bug,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10744,PR_kwDOJku7Qs61xDZ-,https://github.com/langfuse/langfuse/pull/10744,closed,closed_unmerged,2025-11-27T03:39:29Z,2025-11-28T14:29:42Z,2025-11-28T14:29:42Z,,adamanteye,User,NONE,human_account,,no,,1,bug|size:XS,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,9680,I_kwDOJku7Qs7RIoAQ,https://github.com/langfuse/langfuse/issues/9680,closed,closed,2025-10-13T06:48:41Z,2026-05-02T01:55:02Z,2025-10-14T01:23:04Z,,Coolgiserz,User,NONE,human_account,,no,,5,feat-auth|🐞❔ unconfirmed bug,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,9225,I_kwDOJku7Qs7MeCHI,https://github.com/langfuse/langfuse/issues/9225,closed,closed,2025-09-18T13:35:37Z,2026-05-02T01:52:12Z,2025-09-18T14:24:50Z,,tnkuehne,User,NONE,human_account,,no,,4,🐞❔ unconfirmed bug,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9087,PR_kwDOJku7Qs6oBts7,https://github.com/langfuse/langfuse/pull/9087,closed,merged,2025-09-11T12:33:16Z,2025-09-11T13:14:37Z,2025-09-11T13:14:34Z,2025-09-11T13:14:34Z,hassiebp,User,CONTRIBUTOR,human_account,,no,,0,dependencies|size:XS,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9753,PR_kwDOJku7Qs6t7Wxr,https://github.com/langfuse/langfuse/pull/9753,closed,closed_unmerged,2025-10-15T16:44:38Z,2026-07-01T14:08:39Z,2026-07-01T14:08:34Z,,nimarb,User,CONTRIBUTOR,human_account,,no,,1,,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,10654,I_kwDOJku7Qs7Z18Eq,https://github.com/langfuse/langfuse/issues/10654,closed,closed,2025-11-22T15:37:15Z,2026-05-02T01:59:51Z,2025-11-23T02:16:16Z,,HwJhx,User,NONE,human_account,,no,,3,,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9536,PR_kwDOJku7Qs6sOcto,https://github.com/langfuse/langfuse/pull/9536,closed,merged,2025-10-06T09:41:21Z,2025-10-21T10:24:03Z,2025-10-21T10:23:01Z,2025-10-21T10:23:01Z,marliessophie,User,MEMBER,human_account,,no,,6,feat-datasets|size:XXL,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,11141,PR_kwDOJku7Qs65BnAZ,https://github.com/langfuse/langfuse/pull/11141,closed,closed_unmerged,2025-12-15T22:20:50Z,2025-12-16T22:20:38Z,2025-12-16T22:20:36Z,,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,1,dependencies|javascript|size:M,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,8862,PR_kwDOJku7Qs6maLse,https://github.com/langfuse/langfuse/pull/8862,closed,merged,2025-09-02T09:12:56Z,2025-09-02T12:18:20Z,2025-09-02T12:18:18Z,2025-09-02T12:18:18Z,marcklingen,User,MEMBER,human_account,,no,,1,size:M,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10423,PR_kwDOJku7Qs6y-MRp,https://github.com/langfuse/langfuse/pull/10423,closed,merged,2025-11-12T12:32:26Z,2025-11-12T13:12:10Z,2025-11-12T13:12:06Z,2025-11-12T13:12:06Z,nimarb,User,CONTRIBUTOR,human_account,,no,,0,dependencies|size:XS,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9828,PR_kwDOJku7Qs6uXmHf,https://github.com/langfuse/langfuse/pull/9828,closed,merged,2025-10-17T19:09:25Z,2025-10-17T19:29:42Z,2025-10-17T19:29:36Z,2025-10-17T19:29:36Z,sumerman,User,CONTRIBUTOR,human_account,,no,,0,bug|size:S,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9658,PR_kwDOJku7Qs6tF3C3,https://github.com/langfuse/langfuse/pull/9658,open,open,2025-10-10T13:22:20Z,2026-05-07T13:39:11Z,,,willydouhard,User,NONE,human_account,,no,,7,feat-tags|size:L,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10633,PR_kwDOJku7Qs60y9CB,https://github.com/langfuse/langfuse/pull/10633,closed,merged,2025-11-21T10:30:25Z,2025-11-21T12:45:50Z,2025-11-21T12:45:49Z,2025-11-21T12:45:49Z,FroeMic,User,CONTRIBUTOR,human_account,,no,,0,feat-auth|size:L,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,9294,I_kwDOJku7Qs7NHr9-,https://github.com/langfuse/langfuse/issues/9294,closed,closed,2025-09-22T14:42:06Z,2026-07-06T11:35:51Z,2025-11-29T02:08:57Z,,stronk7,User,NONE,human_account,,no,,4,bug|stale,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,9829,I_kwDOJku7Qs7SPtLf,https://github.com/langfuse/langfuse/issues/9829,closed,closed,2025-10-17T19:45:25Z,2026-05-02T01:55:44Z,2025-10-17T19:55:47Z,,GuiFlam,User,NONE,human_account,,no,,1,🐞❔ unconfirmed bug,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,10379,I_kwDOJku7Qs7XUN39,https://github.com/langfuse/langfuse/issues/10379,closed,closed,2025-11-11T13:47:27Z,2025-11-12T17:38:14Z,2025-11-12T17:38:14Z,,TrumanH,User,NONE,human_account,,no,,1,security,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9569,PR_kwDOJku7Qs6sfPUr,https://github.com/langfuse/langfuse/pull/9569,closed,merged,2025-10-07T12:46:30Z,2025-10-07T12:59:53Z,2025-10-07T12:59:47Z,2025-10-07T12:59:47Z,nimarb,User,CONTRIBUTOR,human_account,,no,,0,size:S,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,8926,PR_kwDOJku7Qs6m4QtH,https://github.com/langfuse/langfuse/pull/8926,closed,merged,2025-09-04T14:47:45Z,2025-09-04T16:57:46Z,2025-09-04T16:57:40Z,2025-09-04T16:57:40Z,nimarb,User,CONTRIBUTOR,human_account,,no,,0,bug|size:M,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,9126,PR_kwDOJku7Qs6ofmCQ,https://github.com/langfuse/langfuse/pull/9126,closed,merged,2025-09-14T15:57:21Z,2025-09-14T16:14:24Z,2025-09-14T16:12:40Z,2025-09-14T16:12:40Z,maxdeichmann,User,MEMBER,human_account,,no,,0,dependencies|size:XS,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,11256,PR_kwDOJku7Qs66BaxF,https://github.com/langfuse/langfuse/pull/11256,closed,merged,2025-12-21T19:12:15Z,2025-12-21T20:56:59Z,2025-12-21T20:56:55Z,2025-12-21T20:56:55Z,maxdeichmann,User,MEMBER,human_account,,no,,0,size:XL,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10337,PR_kwDOJku7Qs6ykwRn,https://github.com/langfuse/langfuse/pull/10337,closed,merged,2025-11-10T16:35:58Z,2025-11-10T16:52:46Z,2025-11-10T16:52:42Z,2025-11-10T16:52:42Z,Steffen911,User,MEMBER,human_account,,no,,0,size:S,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10070,PR_kwDOJku7Qs6wLlwo,https://github.com/langfuse/langfuse/pull/10070,closed,merged,2025-10-28T16:01:38Z,2025-10-29T14:18:44Z,2025-10-29T14:18:38Z,2025-10-29T14:18:38Z,marliessophie,User,MEMBER,human_account,,no,,0,bug|size:S,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
previous_2025q4,2025-09-01,2025-12-31,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,10469,PR_kwDOJku7Qs6zRLn-,https://github.com/langfuse/langfuse/pull/10469,closed,merged,2025-11-13T16:47:09Z,2025-11-13T17:23:00Z,2025-11-13T17:22:56Z,2025-11-13T17:22:56Z,marliessophie,User,MEMBER,human_account,,no,,0,size:M,1783,30,0.01682557,59.433333,8833,11346,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:08.644609+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15348,PR_kwDOJku7Qs71S3g3,https://github.com/langfuse/langfuse/pull/15348,closed,closed_unmerged,2026-07-23T09:33:33Z,2026-07-27T15:12:02Z,2026-07-27T15:11:23Z,,nmtrang29,User,CONTRIBUTOR,human_account,,no,,3,preview|storybook,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,14191,PR_kwDOJku7Qs7lTbpA,https://github.com/langfuse/langfuse/pull/14191,closed,closed_unmerged,2026-06-11T12:19:32Z,2026-06-11T12:47:52Z,2026-06-11T12:47:52Z,,jannikmaierhoefer,User,MEMBER,human_account,,no,,1,size:L|ui-bug,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15470,PR_kwDOJku7Qs723BZJ,https://github.com/langfuse/langfuse/pull/15470,closed,merged,2026-07-27T10:44:54Z,2026-07-27T12:09:18Z,2026-07-27T12:09:13Z,2026-07-27T12:09:13Z,marliessophie,User,MEMBER,human_account,,no,,2,feat-evals|preview|size:XL,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,14984,PR_kwDOJku7Qs7wM1f4,https://github.com/langfuse/langfuse/pull/14984,closed,merged,2026-07-10T13:59:45Z,2026-07-10T14:17:37Z,2026-07-10T14:17:33Z,2026-07-10T14:17:33Z,bezbac,User,MEMBER,human_account,,no,,1,size:S|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,14024,PR_kwDOJku7Qs7iO9xX,https://github.com/langfuse/langfuse/pull/14024,closed,merged,2026-06-03T13:13:43Z,2026-06-03T14:28:58Z,2026-06-03T14:28:53Z,2026-06-03T14:28:53Z,wochinge,User,CONTRIBUTOR,human_account,,no,,1,feat-evals|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16786,PR_kwDOJku7Qs8AAAABBWmm4g,https://github.com/langfuse/langfuse/pull/16786,open,open,2026-08-28T15:02:46Z,2026-08-28T15:25:09Z,,,nkabardin,User,CONTRIBUTOR,human_account,,no,,2,feat-evals|preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,14248,PR_kwDOJku7Qs7me6Z8,https://github.com/langfuse/langfuse/pull/14248,closed,merged,2026-06-15T10:09:01Z,2026-06-15T12:18:32Z,2026-06-15T12:18:28Z,2026-06-15T12:18:28Z,bezbac,User,MEMBER,human_account,,no,,2,size:L|storybook|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16117,PR_kwDOJku7Qs7-_lsy,https://github.com/langfuse/langfuse/pull/16117,closed,closed_unmerged,2026-08-14T08:03:49Z,2026-08-14T13:15:08Z,2026-08-14T13:15:05Z,,dependabot[bot],Bot,CONTRIBUTOR,automation_bot,,no,,2,dependencies|javascript|preview|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16722,PR_kwDOJku7Qs8AAAABBPpBLg,https://github.com/langfuse/langfuse/pull/16722,open,open,2026-08-27T18:14:36Z,2026-08-27T18:37:17Z,,,marksalpeter,User,CONTRIBUTOR,human_account,,no,,1,feat-auth|has-conflicts|size:XL,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15363,PR_kwDOJku7Qs71VXS-,https://github.com/langfuse/langfuse/pull/15363,closed,merged,2026-07-23T11:11:00Z,2026-07-23T11:24:04Z,2026-07-23T11:24:01Z,2026-07-23T11:24:01Z,nimarb,User,CONTRIBUTOR,human_account,,no,,2,dependencies|preview|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16797,PR_kwDOJku7Qs8AAAABBXRIXA,https://github.com/langfuse/langfuse/pull/16797,open,open,2026-08-28T16:46:40Z,2026-08-28T16:55:21Z,,,nkabardin,User,CONTRIBUTOR,human_account,cursor,no,,3,preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16082,PR_kwDOJku7Qs7-obJg,https://github.com/langfuse/langfuse/pull/16082,closed,merged,2026-08-13T14:22:34Z,2026-08-14T10:36:46Z,2026-08-14T10:36:43Z,2026-08-14T10:36:43Z,LysanderKie,User,CONTRIBUTOR,human_account,,no,,4,bug-fix-mar-26|preview|size:M,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15395,PR_kwDOJku7Qs71wJcU,https://github.com/langfuse/langfuse/pull/15395,open,open,2026-07-24T08:06:36Z,2026-08-19T12:56:30Z,,,nkabardin,User,CONTRIBUTOR,human_account,,no,,7,feat-dashboard|has-conflicts|size:XL|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15461,PR_kwDOJku7Qs72yvau,https://github.com/langfuse/langfuse/pull/15461,closed,merged,2026-07-27T08:01:46Z,2026-08-21T09:41:24Z,2026-08-21T09:41:20Z,2026-08-21T09:41:20Z,Steffen911,User,MEMBER,human_account,,no,,7,preview|size:L,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16490,PR_kwDOJku7Qs8AAAABA1L8HQ,https://github.com/langfuse/langfuse/pull/16490,open,open,2026-08-24T17:14:41Z,2026-08-24T17:20:06Z,,,chelsealong,User,CONTRIBUTOR,human_account,,no,,0,bug|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15413,PR_kwDOJku7Qs711GZL,https://github.com/langfuse/langfuse/pull/15413,closed,merged,2026-07-24T11:34:51Z,2026-07-24T12:12:17Z,2026-07-24T12:12:15Z,2026-07-24T12:12:15Z,nkabardin,User,CONTRIBUTOR,human_account,,no,,2,preview|size:XL|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,14980,PR_kwDOJku7Qs7wLKiy,https://github.com/langfuse/langfuse/pull/14980,closed,closed_unmerged,2026-07-10T12:53:01Z,2026-07-13T09:01:34Z,2026-07-13T09:01:34Z,,niklassemmler,User,CONTRIBUTOR,human_account,graphite-app,no,,6,size:XL|ui,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,14018,PR_kwDOJku7Qs7iI0V3,https://github.com/langfuse/langfuse/pull/14018,closed,merged,2026-06-03T08:48:34Z,2026-06-05T14:40:23Z,2026-06-05T14:40:16Z,2026-06-05T14:40:16Z,bezbac,User,MEMBER,human_account,,no,,1,lgtm|size:XL,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,issue,15216,I_kwDOJku7Qs8AAAABJaul0A,https://github.com/langfuse/langfuse/issues/15216,open,open,2026-07-20T08:04:07Z,2026-08-12T13:31:44Z,,,achikkachar-cognna,User,NONE,human_account,,no,,2,bug|feat-datasets|feat-evals|feat-experiments|feat-otel|integration-otel|sdk-python|tables|🐞❔ unconfirmed bug,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,13993,PR_kwDOJku7Qs7hwYDJ,https://github.com/langfuse/langfuse/pull/13993,closed,closed_unmerged,2026-06-02T11:01:36Z,2026-06-02T11:06:21Z,2026-06-02T11:03:14Z,,solstxce,User,NONE,human_account,,no,,0,size:S,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,16592,PR_kwDOJku7Qs8AAAABBDUuDQ,https://github.com/langfuse/langfuse/pull/16592,closed,merged,2026-08-26T09:08:09Z,2026-08-26T09:49:22Z,2026-08-26T09:49:19Z,2026-08-26T09:49:18Z,niklassemmler,User,CONTRIBUTOR,human_account,,no,,2,bug|preview|size:S,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
current_2026m5_m8,2026-05-01,2026-08-28,67,langfuse/langfuse,llm_native,agent_runtime_infra,deep_representative_case,pull_request,15259,PR_kwDOJku7Qs70YDyV,https://github.com/langfuse/langfuse/pull/15259,closed,merged,2026-07-21T13:23:33Z,2026-07-21T13:38:42Z,2026-07-21T13:38:39Z,2026-07-21T13:38:39Z,nimarb,User,CONTRIBUTOR,human_account,,no,,2,dependencies|preview|size:XS,3131,30,0.0095816,104.366667,13427,16801,260829,uniform_issue_number_rejection_sample,2026-08-29T09:09:25.283143+00:00
