study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,html_url,outcome,created_at,closed_at,merged_at,author_login,author_association,opener_class,explicit_ai_assistance_disclosure,known_automation_bot_present,agent_participation_present,coding_agent_present,review_agent_present,support_or_security_agent_present,conventional_automation_present,agent_participation_opened_thread,agent_participation_response_present,agent_review_event_present,human_account_review_event_present,maintainer_account_review_event_present,agent_change_request_present,human_account_change_request_present,agent_gate_event_present,agent_visible_events,identity_candidate_present,human_account_present_any,human_account_present_in_conversation,maintainer_account_present,automation_only_visible_thread,response_only_automation,no_human_account_response,no_maintainer_account_response,visible_response_events,comments,reviews,changes_requested_reviews,review_observed,post_review_commit_observed,change_request_observed,change_request_followed_by_commit,conversation_actor_count,conversation_class_switches,first_visible_response_hours,first_human_account_response_hours,first_maintainer_account_response_hours,commits,commits_after_first_review,gate_actor_login,gate_actor_class,gate_actor_role,gate_actor_association,human_account_gate,maintainer_account_gate,agent_gate,external_author,fixed_maturity_eligible,resolution_days,sampling_weight
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,50,https://github.com/n8n-io/n8n/issues/50,closed,2019-10-09T14:40:47Z,2019-10-09T19:02:56Z,,jigardafda,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,0,0,no,no,no,no,2,0,1.06,1.06,1.06,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.182,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,84,https://github.com/n8n-io/n8n/issues/84,closed,2019-10-17T07:49:18Z,2019-10-18T09:49:21Z,,zz940522,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,yes,yes,yes,yes,no,no,no,no,10,19,0,0,no,no,no,no,4,0,0.136,0.136,0.136,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,1.083,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,47,https://github.com/n8n-io/n8n/issues/47,closed,2019-10-09T11:21:08Z,2020-06-03T21:54:00Z,,rcarmo,NONE,human_account,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,yes,yes,yes,no,no,no,no,4,7,0,0,no,no,no,no,4,0,1052.259,1052.259,5732.182,0,0,RicardoE105,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,238.439,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,42,https://github.com/n8n-io/n8n/pull/42,closed_unmerged,2019-10-08T18:52:01Z,2020-03-12T06:26:58Z,,ddevault,NONE,human_account,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,0,yes,yes,yes,yes,no,no,no,no,10,10,1,0,yes,yes,no,no,7,0,13.174,13.174,21.774,1,1,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,155.483,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,13,https://github.com/n8n-io/n8n/issues/13,closed,2019-08-22T13:53:32Z,2019-08-22T14:47:22Z,,thomasleveil,CONTRIBUTOR,human_account,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,1,yes,yes,yes,yes,no,no,no,no,2,2,0,0,no,no,no,no,2,0,0.662,0.662,0.662,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.037,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,20,https://github.com/n8n-io/n8n/issues/20,closed,2019-09-12T08:17:55Z,2019-09-12T09:02:26Z,,theMeysam,NONE,human_account,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,yes,yes,yes,no,no,no,no,2,2,0,0,no,no,no,no,2,0,0.687,0.687,0.687,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.031,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,40,https://github.com/n8n-io/n8n/issues/40,closed,2019-10-08T18:17:20Z,2020-03-11T13:06:35Z,,ddevault,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,345,403,0,0,no,no,no,no,53,0,0.14,0.14,1.911,0,0,,,,,no,no,no,yes,yes,154.784,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,5,https://github.com/n8n-io/n8n/pull/5,merged,2019-08-14T07:09:03Z,2019-08-14T07:13:14Z,2019-08-14T07:13:14Z,thomasleveil,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,no,no,no,2,0,0.072,0.072,0.072,1,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.003,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,27,https://github.com/n8n-io/n8n/issues/27,closed,2019-09-26T08:07:20Z,2019-11-16T20:17:59Z,,janober,MEMBER,human_account,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,yes,yes,yes,no,no,no,yes,5,9,0,0,no,no,no,no,3,0,372.956,372.956,,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,no,yes,51.507,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,26,https://github.com/n8n-io/n8n/issues/26,closed,2019-09-25T22:37:04Z,2019-10-11T14:49:07Z,,janober,MEMBER,human_account,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,1,no,yes,yes,yes,no,no,no,yes,1,2,0,0,no,no,no,no,2,0,375.361,375.361,,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,no,yes,15.675,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,3,https://github.com/n8n-io/n8n/issues/3,closed,2019-08-13T12:42:11Z,2019-08-13T18:22:09Z,,thomasleveil,CONTRIBUTOR,human_account,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,5,no,yes,yes,yes,no,no,no,no,7,10,0,0,no,no,no,no,2,0,0.293,0.293,0.293,0,0,thomasleveil,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.236,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,52,https://github.com/n8n-io/n8n/issues/52,closed,2019-10-09T18:07:40Z,2019-10-10T07:14:26Z,,arnaudknobloch,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,4,5,0,0,no,no,no,no,3,0,3.181,3.181,3.181,0,0,arnaudknobloch,human_account,not_automation,NONE,yes,no,no,yes,yes,0.546,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,9,https://github.com/n8n-io/n8n/issues/9,closed,2019-08-19T15:13:00Z,2019-08-21T20:19:16Z,,sutidor,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,20,23,0,0,no,no,no,no,5,0,0.405,0.405,0.405,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,2.213,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,1,https://github.com/n8n-io/n8n/issues/1,closed,2019-08-04T11:49:50Z,2019-08-07T13:17:48Z,,phanirithvij,NONE,human_account,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,13,no,yes,yes,yes,no,no,no,no,18,34,0,0,no,no,no,no,5,1,0.225,0.225,0.225,0,0,phanirithvij,human_account,not_automation,NONE,yes,no,no,yes,yes,3.061,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,80,https://github.com/n8n-io/n8n/issues/80,closed,2019-10-15T14:13:03Z,2019-10-15T15:35:56Z,,YoniFei,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,no,no,no,2,0,0.052,0.052,0.052,0,0,YoniFei,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.058,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,66,https://github.com/n8n-io/n8n/pull/66,merged,2019-10-11T15:11:58Z,2019-10-12T08:55:45Z,2019-10-12T08:55:45Z,YoniFei,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,yes,yes,yes,yes,no,no,no,no,4,7,0,0,no,no,no,no,2,0,0.549,0.549,0.549,2,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.739,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,85,https://github.com/n8n-io/n8n/pull/85,closed_unmerged,2019-10-17T21:22:22Z,2019-10-20T07:01:03Z,,milekz,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,5,7,0,0,no,no,no,no,2,0,12.361,12.361,12.361,5,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,2.402,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,70,https://github.com/n8n-io/n8n/issues/70,closed,2019-10-12T16:37:48Z,2019-10-12T16:45:43Z,,calpa,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,yes,yes,yes,yes,no,no,no,no,1,1,0,0,no,no,no,no,2,0,0.132,0.132,0.132,0,0,janober,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.005,2.866667
launch_120d,2019-06-22,2019-10-19,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,59,https://github.com/n8n-io/n8n/issues/59,closed,2019-10-10T18:39:57Z,2019-10-18T12:34:08Z,,YoniFei,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,yes,yes,yes,yes,no,no,no,no,3,4,0,0,no,no,no,no,2,0,11.149,11.149,11.149,0,0,YoniFei,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,7.746,2.866667
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,23405,https://github.com/n8n-io/n8n/pull/23405,merged,2025-12-18T12:38:41Z,2025-12-22T16:29:52Z,2025-12-22T16:29:52Z,ivov,MEMBER,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,8,no,yes,yes,yes,no,no,no,yes,5,3,2,0,yes,yes,no,no,6,3,0.044,40.483,,3,1,ivov,human_account,not_automation,MEMBER,yes,yes,no,no,yes,4.161,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,19774,https://github.com/n8n-io/n8n/issues/19774,closed,2025-09-19T13:12:39Z,2025-09-19T13:12:51Z,,Parthiban-image,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,0,0,no,no,no,no,2,0,0.001,0.001,0.001,0,0,Joffcom,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,19466,https://github.com/n8n-io/n8n/pull/19466,merged,2025-09-12T11:54:03Z,2025-09-12T17:00:03Z,2025-09-12T17:00:03Z,Cadiac,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,2,no,yes,yes,yes,no,no,no,no,6,4,2,0,yes,no,no,no,7,4,0.127,0.425,117.879,1,0,Cadiac,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.212,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,21690,https://github.com/n8n-io/n8n/pull/21690,merged,2025-11-10T13:21:23Z,2025-11-10T17:51:07Z,2025-11-10T17:51:07Z,mike12345567,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,4,no,yes,yes,no,no,no,no,yes,7,5,2,0,yes,yes,no,no,7,3,0.128,3.518,,2,1,mike12345567,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.187,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,19340,https://github.com/n8n-io/n8n/issues/19340,closed,2025-09-09T09:55:23Z,2025-09-09T09:55:31Z,,amitkatzzadara,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,2,0,0,no,no,no,no,2,0,0.001,0.001,0.001,0,0,Joffcom,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,22429,https://github.com/n8n-io/n8n/issues/22429,closed,2025-11-27T22:49:06Z,2026-01-19T04:31:12Z,,ashishmundra4001,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,9,no,yes,yes,no,no,no,no,yes,4,6,0,0,no,no,no,no,3,5,0.003,912.307,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,52.238,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,23154,https://github.com/n8n-io/n8n/pull/23154,closed_unmerged,2025-12-12T16:49:54Z,2026-05-04T15:00:02Z,,victorgamer2204-maker,NONE,human_account,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,6,no,yes,yes,no,no,no,no,yes,6,5,1,0,yes,no,no,no,5,2,0.002,0.002,,1,0,garritfra,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,142.924,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,22195,https://github.com/n8n-io/n8n/issues/22195,closed,2025-11-23T15:39:49Z,2025-11-23T15:40:03Z,,Levywiseco,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,5,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.003,,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,22467,https://github.com/n8n-io/n8n/pull/22467,merged,2025-11-28T14:13:11Z,2025-11-28T14:34:45Z,2025-11-28T14:34:45Z,tomi,COLLABORATOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,4,no,yes,yes,yes,no,no,no,no,6,3,3,0,yes,no,no,no,7,3,0.062,0.282,0.282,1,0,tomi,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.015,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,21652,https://github.com/n8n-io/n8n/issues/21652,closed,2025-11-08T17:37:19Z,2025-11-08T17:37:36Z,,gptinaja,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,5,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.004,,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,21209,https://github.com/n8n-io/n8n/pull/21209,closed_unmerged,2025-10-27T05:49:22Z,2026-05-05T07:02:22Z,,michael-radency,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,no,yes,yes,no,no,yes,yes,yes,8,10,1,0,yes,yes,no,no,4,4,0.102,,,3,1,michael-radency,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,190.051,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,21586,https://github.com/n8n-io/n8n/issues/21586,closed,2025-11-05T16:40:56Z,2025-11-13T18:19:12Z,,SimonRelu,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,6,no,yes,yes,no,no,no,no,yes,2,2,0,0,no,no,no,no,3,2,0.004,193.599,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,8.068,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,19433,https://github.com/n8n-io/n8n/issues/19433,closed,2025-09-11T17:10:30Z,2025-09-11T17:10:37Z,,Haris001-bit,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,3,0,0,no,no,no,no,2,0,0.001,0.001,0.001,0,0,Joffcom,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,19889,https://github.com/n8n-io/n8n/issues/19889,closed,2025-09-23T04:08:24Z,2025-09-23T05:52:49Z,,thinhtoancau-cmd,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,no,no,no,2,0,0.002,0.002,0.002,0,0,thinhtoancau-cmd,human_account,not_automation,NONE,yes,no,no,yes,yes,0.073,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,23416,https://github.com/n8n-io/n8n/issues/23416,closed,2025-12-18T15:10:49Z,2025-12-19T20:12:03Z,,darkamfv,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,8,no,yes,yes,no,no,no,no,yes,2,2,0,0,no,no,no,no,3,2,0.004,20.367,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,1.209,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,23388,https://github.com/n8n-io/n8n/issues/23388,closed,2025-12-18T05:50:55Z,2026-02-02T04:30:48Z,,ntdrun,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,9,no,yes,yes,no,no,yes,yes,yes,3,3,0,0,no,no,no,no,2,1,0.005,,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,45.944,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,19533,https://github.com/n8n-io/n8n/issues/19533,closed,2025-09-15T05:00:10Z,2025-09-15T05:00:25Z,,Fornium,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,2,0,0,no,no,no,no,2,0,0.003,0.003,0.003,0,0,Joffcom,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,22062,https://github.com/n8n-io/n8n/issues/22062,closed,2025-11-20T03:22:49Z,2025-11-20T03:23:04Z,,y-tomikawa,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,5,no,yes,yes,no,no,yes,yes,yes,1,1,0,0,no,no,no,no,2,1,0.004,,,0,0,n8n-assistant[bot],automation_bot,support_agent,CONTRIBUTOR,no,no,yes,yes,yes,0.0,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,23222,https://github.com/n8n-io/n8n/pull/23222,merged,2025-12-15T11:27:14Z,2025-12-15T11:46:54Z,2025-12-15T11:46:54Z,Cadiac,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,5,no,yes,yes,no,no,no,no,yes,5,3,2,0,yes,no,no,no,6,3,0.035,0.279,,1,0,Cadiac,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.014,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,21859,https://github.com/n8n-io/n8n/pull/21859,merged,2025-11-14T08:38:18Z,2025-11-14T09:12:17Z,2025-11-14T09:12:17Z,guillaumejacquart,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,4,no,yes,yes,yes,no,no,no,no,6,4,2,0,yes,no,no,no,7,3,0.093,0.374,0.374,1,0,guillaumejacquart,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.024,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,22182,https://github.com/n8n-io/n8n/issues/22182,closed,2025-11-22T20:10:04Z,2025-12-18T09:31:11Z,,necky2,NONE,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,6,no,yes,yes,no,no,no,no,yes,5,7,0,0,no,no,no,no,6,2,0.004,56.35,,0,0,yehorkardash,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,25.556,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,19715,https://github.com/n8n-io/n8n/pull/19715,merged,2025-09-18T13:41:01Z,2025-09-18T14:50:17Z,2025-09-18T14:50:17Z,mike12345567,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,2,no,yes,yes,yes,no,no,no,no,10,8,3,1,yes,yes,yes,yes,8,4,0.076,0.076,97.265,2,1,mike12345567,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.048,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,issue,22771,https://github.com/n8n-io/n8n/issues/22771,closed,2025-12-04T19:14:54Z,2025-12-15T14:12:45Z,,TomTom101,CONTRIBUTOR,human_account,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,9,no,yes,yes,no,no,no,no,yes,2,5,0,0,no,no,no,no,3,2,0.004,17.31,,0,0,schrothbn,human_account,not_automation,,yes,no,no,yes,yes,10.79,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,20212,https://github.com/n8n-io/n8n/pull/20212,merged,2025-09-30T13:27:38Z,2025-09-30T14:55:44Z,2025-09-30T14:55:44Z,afitzek,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,3,no,yes,yes,yes,no,no,no,no,5,3,2,0,yes,no,no,no,6,4,0.11,1.295,144.108,2,0,afitzek,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.061,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,19920,https://github.com/n8n-io/n8n/pull/19920,merged,2025-09-23T14:50:02Z,2025-09-25T07:48:27Z,2025-09-25T07:48:27Z,yehorkardash,CONTRIBUTOR,human_account,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,5,yes,yes,yes,yes,no,no,no,no,9,10,2,0,yes,yes,no,no,8,8,0.134,0.274,144.543,2,1,yehorkardash,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,1.707,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,22308,https://github.com/n8n-io/n8n/pull/22308,closed_unmerged,2025-11-25T18:33:15Z,2026-05-04T14:59:36Z,,NaniSkinner,NONE,human_account,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,6,no,yes,yes,no,no,no,no,yes,5,4,1,0,yes,no,no,no,5,2,0.007,0.007,,1,0,garritfra,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,159.852,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,22918,https://github.com/n8n-io/n8n/pull/22918,merged,2025-12-08T12:00:56Z,2025-12-08T12:22:51Z,2025-12-08T12:22:51Z,shortstacked,COLLABORATOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,5,no,yes,yes,yes,no,no,no,no,5,3,2,0,yes,no,no,no,6,1,0.042,0.042,0.042,1,0,shortstacked,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.015,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,21349,https://github.com/n8n-io/n8n/pull/21349,merged,2025-10-29T16:00:09Z,2025-10-30T09:59:18Z,2025-10-30T09:59:18Z,autologie,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,no,yes,yes,no,no,no,no,yes,7,5,2,0,yes,yes,no,no,7,3,0.31,17.788,,20,1,autologie,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.749,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,19534,https://github.com/n8n-io/n8n/pull/19534,closed_unmerged,2025-09-15T06:33:25Z,2026-06-03T07:16:16Z,,Anany-k,NONE,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,5,no,yes,yes,yes,no,no,no,no,5,6,1,0,yes,yes,no,no,5,4,0.002,0.002,0.46,2,1,Anany-k,human_account,not_automation,NONE,yes,no,no,yes,yes,261.03,158.133333
previous_2025q4,2025-09-01,2025-12-31,22,n8n-io/n8n,mixed,agent_framework,deep_representative_case,pull_request,22033,https://github.com/n8n-io/n8n/pull/22033,merged,2025-11-19T11:02:11Z,2025-11-19T15:12:20Z,2025-11-19T15:12:20Z,Cadiac,CONTRIBUTOR,human_account,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,no,yes,yes,no,no,no,no,yes,7,5,2,0,yes,yes,no,no,7,3,0.131,2.515,,3,2,Cadiac,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.174,158.133333
