study_stage,panel_year,repo_name,llm_native_manual,item_type,number,html_url,created_at,stage_end,sampling_weight,agent_opener,agent_visible_24h,agent_visible_30d,early_agent_exposure,coding_or_review_agent_visible_24h,coding_or_review_agent_visible_30d,support_agent_visible_30d,security_review_agent_visible_30d,explicit_ai_disclosure,human_response_hours,maintainer_response_hours,any_response_hours,eligible_1d,eligible_7d,human_response_24h,human_response_7d,maintainer_response_7d,any_response_7d,eligible_30d,resolved_30d,issue_closed_30d,pr_merged_30d,pr_closed_unmerged_30d,eligible_90d,resolved_90d,issue_closed_90d,pr_merged_90d,reply_events_30d,human_reply_events_30d,maintainer_actions_30d,agent_actions_30d,automation_actions_30d,conversation_runs_30d,maintainer_entries_30d,opener_return_rounds_30d,review_events_30d,human_review_events_30d,maintainer_review_events_30d,agent_review_events_30d,changes_requested_30d,commits_after_first_review_30d,commits_after_first_human_review_30d,commits_after_first_agent_review_30d
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,6961,https://github.com/langfuse/langfuse/issues/6961,2025-05-21T17:47:37Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,110.045,110.045,0.041667,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,7489,https://github.com/langfuse/langfuse/pull/7489,2025-06-24T19:51:50Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,6673,https://github.com/langfuse/langfuse/issues/6673,2025-05-02T03:06:18Z,2025-08-28,47.333333,no,no,no,no,no,no,no,no,no,633.882222,,633.882222,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,8711,https://github.com/langfuse/langfuse/issues/8711,2025-08-25T01:42:32Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,0.032778,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7795,https://github.com/langfuse/langfuse/issues/7795,2025-07-10T08:52:50Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,3.006389,3.006389,0.035,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,7,6,3,1,0,6,3,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,7687,https://github.com/langfuse/langfuse/pull/7687,2025-07-04T12:22:20Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7485,https://github.com/langfuse/langfuse/issues/7485,2025-06-24T16:56:07Z,2025-08-28,47.333333,no,no,no,no,no,no,no,no,no,303.3875,,303.3875,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,7455,https://github.com/langfuse/langfuse/pull/7455,2025-06-23T18:50:24Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,0.278889,0.278889,0.278889,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,1,1,1,5,1,1,1,0,1,1,1,0,0,1,1,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,8328,https://github.com/langfuse/langfuse/pull/8328,2025-08-05T22:30:34Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7533,https://github.com/langfuse/langfuse/issues/7533,2025-06-27T01:35:31Z,2025-08-28,47.333333,no,no,no,no,no,no,no,no,no,25.953056,35.647778,25.953056,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,6,6,2,0,0,4,1,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,8097,https://github.com/langfuse/langfuse/pull/8097,2025-07-24T12:45:05Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,7155,https://github.com/langfuse/langfuse/pull/7155,2025-06-05T11:24:41Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,7590,https://github.com/langfuse/langfuse/pull/7590,2025-07-01T08:16:15Z,2025-08-28,47.333333,no,no,yes,no,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7172,https://github.com/langfuse/langfuse/issues/7172,2025-06-06T07:24:07Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,127.489722,,0.1325,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,5,3,0,2,0,5,0,2,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,6930,https://github.com/langfuse/langfuse/pull/6930,2025-05-20T12:17:07Z,2025-08-28,47.333333,no,yes,yes,yes,yes,yes,yes,no,no,,,0.035278,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,0,0,5,0,1,0,0,2,0,0,2,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7052,https://github.com/langfuse/langfuse/issues/7052,2025-05-28T06:45:13Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,9.005833,,0.051111,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,2,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,pull_request,8044,https://github.com/langfuse/langfuse/pull/8044,2025-07-22T20:33:33Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7718,https://github.com/langfuse/langfuse/issues/7718,2025-07-07T11:12:52Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,48.590833,48.590833,0.044167,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7347,https://github.com/langfuse/langfuse/issues/7347,2025-06-17T02:53:56Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,17.111944,17.111944,0.032778,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,6,5,3,1,0,6,3,2,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,7414,https://github.com/langfuse/langfuse/issues/7414,2025-06-20T01:29:35Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,78.316111,,0.027222,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,5,3,0,2,0,5,0,2,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,langfuse/langfuse,llm_native,issue,8150,https://github.com/langfuse/langfuse/issues/8150,2025-07-27T07:29:48Z,2025-08-28,47.333333,no,yes,yes,yes,no,no,yes,no,no,13.996667,13.996667,0.036667,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,3,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15348,https://github.com/langfuse/langfuse/pull/15348,2026-07-23T09:33:33Z,2026-08-28,104.366667,no,no,no,no,no,no,no,no,no,,,0.003056,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14191,https://github.com/langfuse/langfuse/pull/14191,2026-06-11T12:19:32Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,2,0,0,3,1,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15470,https://github.com/langfuse/langfuse/pull/15470,2026-07-27T10:44:54Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.002222,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,6,0,0,8,4,2,0,0,4,0,0,4,0,3,0,3
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14984,https://github.com/langfuse/langfuse/pull/14984,2026-07-10T13:59:45Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,2,0,0,5,2,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14024,https://github.com/langfuse/langfuse/pull/14024,2026-06-03T13:13:43Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003889,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,7,0,0,10,2,2,0,0,6,0,0,6,0,1,0,1
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16786,https://github.com/langfuse/langfuse/pull/16786,2026-08-28T15:02:46Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.0025,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,4,0,0,4,4,2,0,0,2,0,0,2,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14248,https://github.com/langfuse/langfuse/pull/14248,2026-06-15T10:09:01Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003889,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,8,1,1,10,3,4,0,1,6,1,1,5,0,1,1,1
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16117,https://github.com/langfuse/langfuse/pull/16117,2026-08-14T08:03:49Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003611,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,4,0,0,3,7,3,0,1,2,0,0,2,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16722,https://github.com/langfuse/langfuse/pull/16722,2026-08-27T18:14:36Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.001389,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,6,0,0,8,0,1,0,0,5,0,0,5,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15363,https://github.com/langfuse/langfuse/pull/15363,2026-07-23T11:11:00Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.0025,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,3,0,0,5,4,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16797,https://github.com/langfuse/langfuse/pull/16797,2026-08-28T16:46:40Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.002778,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,3,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16082,https://github.com/langfuse/langfuse/pull/16082,2026-08-13T14:22:34Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.005556,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,17,7,0,12,4,6,0,2,13,5,0,8,0,5,1,5
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15395,https://github.com/langfuse/langfuse/pull/15395,2026-07-24T08:06:36Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,628.831667,,0.002778,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,13,3,0,9,15,8,0,2,6,0,0,6,0,7,0,7
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15461,https://github.com/langfuse/langfuse/pull/15461,2026-07-27T08:01:46Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003056,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,30,18,18,12,14,10,0,3,23,16,16,7,0,7,7,7
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16490,https://github.com/langfuse/langfuse/pull/16490,2026-08-24T17:14:41Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.001667,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15413,https://github.com/langfuse/langfuse/pull/15413,2026-07-24T11:34:51Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.0025,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,4,0,0,4,4,2,0,0,2,0,0,2,0,2,0,2
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14980,https://github.com/langfuse/langfuse/pull/14980,2026-07-10T12:53:01Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.0025,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,16,5,0,20,1,8,0,4,10,0,0,10,0,5,0,5
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14018,https://github.com/langfuse/langfuse/pull/14018,2026-06-03T08:48:34Z,2026-08-28,104.366667,no,no,yes,no,no,yes,yes,no,no,53.081389,,30.076111,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,38,8,2,37,2,8,0,2,37,8,2,29,0,2,1,2
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,issue,15216,https://github.com/langfuse/langfuse/issues/15216,2026-07-20T08:04:07Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,0.0725,0.0725,0.0725,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,2,1,1,10,0,2,1,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,13993,https://github.com/langfuse/langfuse/pull/13993,2026-06-02T11:01:36Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.001389,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16592,https://github.com/langfuse/langfuse/pull/16592,2026-08-26T09:08:09Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003056,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,3,0,0,7,4,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15259,https://github.com/langfuse/langfuse/pull/15259,2026-07-21T13:23:33Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,3,0,0,5,4,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14250,https://github.com/langfuse/langfuse/pull/14250,2026-06-15T10:42:05Z,2026-08-28,104.366667,no,yes,yes,yes,no,no,yes,no,no,,,0.003889,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14638,https://github.com/langfuse/langfuse/pull/14638,2026-06-29T16:17:36Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003056,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,7,0,0,9,2,2,0,0,6,0,0,6,0,3,0,3
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,14360,https://github.com/langfuse/langfuse/pull/14360,2026-06-18T12:26:41Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,6,0,0,9,2,2,0,0,5,0,0,5,0,12,0,12
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,15607,https://github.com/langfuse/langfuse/pull/15607,2026-07-30T08:14:21Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.003056,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,3,0,0,4,4,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16002,https://github.com/langfuse/langfuse/pull/16002,2026-08-11T16:32:13Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,,,0.002778,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,11,0,0,12,4,2,0,0,9,0,0,9,0,3,0,3
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,issue,15566,https://github.com/langfuse/langfuse/issues/15566,2026-07-29T10:33:36Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,41.0775,,0.085,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,3,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,issue,14725,https://github.com/langfuse/langfuse/issues/14725,2026-07-02T14:37:05Z,2026-08-28,104.366667,no,yes,yes,yes,yes,yes,yes,no,no,4.853889,,0.1725,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,9,7,0,11,0,8,0,3,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,langfuse/langfuse,llm_native,pull_request,16072,https://github.com/langfuse/langfuse/pull/16072,2026-08-13T11:54:16Z,2026-08-28,104.366667,no,no,no,no,no,no,no,no,no,,,0.003611,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,14357,https://github.com/coder/coder/issues/14357,2024-08-19T20:15:19Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13391,https://github.com/coder/coder/pull/13391,2024-05-29T12:30:07Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,0.036389,0.036389,0.036389,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,1,1,1,0,2,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13262,https://github.com/coder/coder/pull/13262,2024-05-13T17:00:33Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,0.003056,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13170,https://github.com/coder/coder/pull/13170,2024-05-06T10:30:41Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,0.041111,0.041111,0.041111,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,2,2,0,2,2,1,1,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13893,https://github.com/coder/coder/pull/13893,2024-07-15T11:27:49Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,0.003056,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13365,https://github.com/coder/coder/pull/13365,2024-05-24T20:42:28Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,156.018333,156.018333,156.018333,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,23,23,23,0,2,4,2,2,20,20,20,0,0,9,9,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,14031,https://github.com/coder/coder/issues/14031,2024-07-26T18:28:24Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,13251,https://github.com/coder/coder/issues/13251,2024-05-13T09:52:59Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,14432,https://github.com/coder/coder/pull/14432,2024-08-26T15:20:47Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,51.789167,51.789167,51.789167,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,19,19,19,0,1,3,1,2,18,18,18,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13643,https://github.com/coder/coder/pull/13643,2024-06-24T11:10:02Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,0.003333,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13175,https://github.com/coder/coder/pull/13175,2024-05-06T11:37:13Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,13328,https://github.com/coder/coder/issues/13328,2024-05-21T07:07:20Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,337.005556,,337.005556,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,2,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,156,https://github.com/coder/internal/issues/156,2024-08-14T16:15:09Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13372,https://github.com/coder/coder/pull/13372,2024-05-27T11:09:29Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,32.594722,,0.003889,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,1,0,0,6,2,0,0,1,0,0,0,0,1,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,14118,https://github.com/coder/coder/pull/14118,2024-08-02T14:14:47Z,2024-08-28,43.833333,no,yes,yes,yes,yes,yes,no,no,no,6.98,6.98,0.064167,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,3,2,1,1,1,3,1,1,1,1,1,0,0,1,1,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,14386,https://github.com/coder/coder/pull/14386,2024-08-21T18:20:49Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,0.007222,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,14173,https://github.com/coder/coder/pull/14173,2024-08-05T18:34:26Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,45.481667,45.481667,45.481667,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,4,4,4,0,2,2,1,1,3,3,3,0,0,1,1,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,13969,https://github.com/coder/coder/issues/13969,2024-07-22T15:47:37Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13494,https://github.com/coder/coder/pull/13494,2024-06-06T16:45:19Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,26.397222,,26.397222,yes,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,2,2,1,0,2,2,0,1,1,1,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,13149,https://github.com/coder/coder/issues/13149,2024-05-03T17:00:43Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,14383,https://github.com/coder/coder/pull/14383,2024-08-21T15:01:27Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,48.240833,48.240833,48.240833,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,5,5,5,0,2,2,1,1,3,3,3,0,0,1,1,0
year_2024_m5_m8,2024,coder/coder,mixed,pull_request,13135,https://github.com/coder/coder/pull/13135,2024-05-02T22:24:38Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,0.1975,0.1975,0.1975,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,3,3,3,0,2,2,1,1,3,3,3,0,0,2,2,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,14005,https://github.com/coder/coder/issues/14005,2024-07-24T20:48:50Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,coder/coder,mixed,issue,14350,https://github.com/coder/coder/issues/14350,2024-08-19T15:44:30Z,2024-08-28,43.833333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
