study_stage,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,html_url,outcome,created_at,closed_at,merged_at,author_login,author_association,opener_class,explicit_ai_assistance_disclosure,known_automation_bot_present,agent_participation_present,coding_agent_present,review_agent_present,support_or_security_agent_present,conventional_automation_present,agent_participation_opened_thread,agent_participation_response_present,agent_review_event_present,human_account_review_event_present,maintainer_account_review_event_present,agent_change_request_present,human_account_change_request_present,agent_gate_event_present,agent_visible_events,identity_candidate_present,human_account_present_any,human_account_present_in_conversation,maintainer_account_present,automation_only_visible_thread,response_only_automation,no_human_account_response,no_maintainer_account_response,visible_response_events,comments,reviews,changes_requested_reviews,review_observed,first_review_actor_group,post_review_commit_observed,change_request_observed,change_request_followed_by_commit,conversation_actor_count,conversation_class_switches,first_visible_response_hours,first_human_account_response_hours,first_maintainer_account_response_hours,commits,commits_after_first_review,gate_actor_login,gate_actor_class,gate_actor_role,gate_actor_association,human_account_gate,maintainer_account_gate,agent_gate,external_author,fixed_maturity_eligible,resolution_days,sampling_weight
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,9913,https://github.com/triton-lang/triton/pull/9913,merged,2026-04-03T02:30:49Z,2026-04-03T21:06:13Z,2026-04-03T21:06:13Z,ThomasRaoux,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,0,2,0,yes,github_user,yes,no,no,3,0,0.403,0.403,17.067,2,1,ThomasRaoux,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.775,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,10382,https://github.com/triton-lang/triton/pull/10382,merged,2026-05-26T19:21:40Z,2026-05-27T01:34:11Z,2026-05-27T01:34:11Z,roman-openai,COLLABORATOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,no,no,no,2,0,4.809,4.809,4.809,15,0,roman-openai,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.259,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,9157,https://github.com/triton-lang/triton/pull/9157,closed,2026-01-07T05:17:26Z,2026-01-15T04:43:55Z,,qnie-oai,COLLABORATOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,1,0,qnie-oai,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,7.977,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,11325,https://github.com/triton-lang/triton/pull/11325,closed,2026-08-16T07:12:51Z,2026-08-30T18:01:03Z,,alepot55,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,4,8,1,0,yes,github_user,yes,no,no,2,0,29.14,29.14,,3,1,Jokeren,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,no,14.45,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,9952,https://github.com/triton-lang/triton/pull/9952,closed,2026-04-08T03:38:04Z,2026-04-08T03:51:22Z,,mengfei-jiang,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,1,0,mengfei-jiang,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.009,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,9490,https://github.com/triton-lang/triton/pull/9490,merged,2026-02-17T17:59:02Z,2026-02-17T20:17:20Z,2026-02-17T20:17:20Z,yangshuxin,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,no,no,no,2,0,0.398,0.398,0.398,1,0,antiagainst,human_account,not_automation,MEMBER,yes,yes,no,yes,yes,0.096,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,10494,https://github.com/triton-lang/triton/pull/10494,merged,2026-06-05T06:55:40Z,2026-06-05T19:45:52Z,2026-06-05T19:45:52Z,jeffniu-openai,COLLABORATOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,no,no,no,2,0,8.771,8.771,8.771,3,0,jeffniu-openai,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,0.535,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,issue,10143,https://github.com/triton-lang/triton/issues/10143,closed,2026-04-27T18:29:10Z,2026-04-29T00:50:49Z,,mydatascience,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,1,0,0,no,,no,no,no,2,0,0.631,0.631,,0,0,Jokeren,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,1.265,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,11362,https://github.com/triton-lang/triton/pull/11362,open,2026-08-18T21:15:48Z,,,arcabotai,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,yes,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,2,0,arcabotai,human_account,not_automation,NONE,yes,no,no,yes,no,,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,9470,https://github.com/triton-lang/triton/pull/9470,closed,2026-02-16T03:10:20Z,2026-02-16T18:45:24Z,,Jokeren,CONTRIBUTOR,human_account,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,2,no,yes,yes,no,no,no,no,yes,5,7,1,0,yes,agent,no,no,no,3,2,0.084,8.916,,1,0,Jokeren,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.649,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,11376,https://github.com/triton-lang/triton/pull/11376,open,2026-08-20T10:00:12Z,,,Anstow,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,1,0,,,,,no,no,no,yes,no,,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,10428,https://github.com/triton-lang/triton/pull/10428,merged,2026-05-31T04:50:31Z,2026-05-31T23:55:57Z,2026-05-31T23:55:57Z,roman-openai,COLLABORATOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,no,no,no,2,0,19.088,19.088,19.088,2,0,ptillet,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,0.795,1
,,,41,triton-lang/triton,traditional,model_infra,supporting_infrastructure,pull_request,10405,https://github.com/triton-lang/triton/pull/10405,merged,2026-05-28T14:48:01Z,2026-05-28T19:10:32Z,2026-05-28T19:10:32Z,Chennesxu,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,0,1,0,yes,github_user,no,no,no,2,0,3.388,3.388,,1,0,lezcano,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.182,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,8113,https://github.com/zeroclaw-labs/zeroclaw/pull/8113,merged,2026-06-21T23:26:13Z,2026-06-23T11:38:45Z,2026-06-23T11:38:45Z,Audacity88,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,yes,1,0,1,0,yes,github_user,no,no,no,2,0,23.914,23.914,,2,0,singlerider,human_account,not_automation,CONTRIBUTOR,yes,no,no,no,no,1.509,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,7577,https://github.com/zeroclaw-labs/zeroclaw/issues/7577,closed,2026-06-13T17:59:24Z,2026-06-15T10:40:08Z,,Audacity88,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,0,0,singlerider,human_account,not_automation,CONTRIBUTOR,yes,no,no,no,no,1.695,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,8046,https://github.com/zeroclaw-labs/zeroclaw/issues/8046,open,2026-06-20T08:54:13Z,,,dakaii,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,4,4,0,0,no,,no,no,no,4,0,7.526,7.526,7.526,0,0,,,,,no,no,no,yes,no,,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,4255,https://github.com/zeroclaw-labs/zeroclaw/pull/4255,closed,2026-03-22T13:45:10Z,2026-03-28T21:38:14Z,,Tenith01,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,3,0,,,,,no,no,no,yes,yes,6.329,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,6068,https://github.com/zeroclaw-labs/zeroclaw/pull/6068,merged,2026-04-24T14:50:19Z,2026-05-15T03:15:41Z,2026-05-15T03:15:41Z,mn13,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,2,3,0,yes,github_user,yes,no,no,2,0,170.469,170.469,170.469,4,4,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,20.518,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,3200,https://github.com/zeroclaw-labs/zeroclaw/pull/3200,merged,2026-03-11T15:53:03Z,2026-03-11T16:07:08Z,2026-03-11T16:07:08Z,whtiehack,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,1,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.01,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,10257,https://github.com/zeroclaw-labs/zeroclaw/issues/10257,closed,2026-08-22T11:05:35Z,2026-08-25T12:14:06Z,,zyw02,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,1,0,0,no,,no,no,no,1,0,,,,0,0,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,no,3.048,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,8323,https://github.com/zeroclaw-labs/zeroclaw/pull/8323,merged,2026-06-25T07:52:33Z,2026-06-26T12:40:33Z,2026-06-26T12:40:33Z,Audacity88,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,1,2,0,yes,github_user,yes,no,no,4,0,15.315,15.315,19.035,2,1,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,1.2,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,6755,https://github.com/zeroclaw-labs/zeroclaw/pull/6755,closed,2026-05-18T08:52:08Z,2026-05-18T11:24:22Z,,kapelame,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,1,0,0,no,,no,no,no,1,0,,,,2,0,kapelame,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.106,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,7595,https://github.com/zeroclaw-labs/zeroclaw/pull/7595,merged,2026-06-14T04:31:37Z,2026-06-15T07:18:32Z,2026-06-15T07:18:31Z,tidux,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,0,2,0,yes,github_user,yes,no,no,3,0,14.748,14.748,14.748,2,1,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,1.116,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,9141,https://github.com/zeroclaw-labs/zeroclaw/pull/9141,merged,2026-07-18T08:24:09Z,2026-07-21T15:51:12Z,2026-07-21T15:51:12Z,Audacity88,COLLABORATOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,no,no,no,2,0,78.714,78.714,78.714,2,0,IftekharUddin,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,3.31,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,663,https://github.com/zeroclaw-labs/zeroclaw/issues/663,closed,2026-02-17T20:56:05Z,2026-02-19T19:38:57Z,,agorevski,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,0,0,agorevski,human_account,not_automation,COLLABORATOR,yes,yes,no,no,yes,1.946,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,9403,https://github.com/zeroclaw-labs/zeroclaw/pull/9403,merged,2026-07-26T17:08:19Z,2026-08-22T18:59:54Z,2026-08-22T18:59:54Z,IftekharUddin,COLLABORATOR,human_account,no,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,no,yes,no,2,yes,yes,yes,yes,no,no,no,no,11,14,6,1,yes,github_user,yes,yes,yes,7,6,0.451,0.451,21.694,15,14,JordanTheJet,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,27.077,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,788,https://github.com/zeroclaw-labs/zeroclaw/pull/788,merged,2026-02-18T11:42:52Z,2026-02-18T12:54:49Z,2026-02-18T12:54:49Z,Marlinski,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,2,2,0,0,no,,no,no,no,3,2,0.008,1.196,,1,0,chumyin,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.05,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,5444,https://github.com/zeroclaw-labs/zeroclaw/issues/5444,closed,2026-04-07T07:13:10Z,2026-04-07T10:59:16Z,,ilteoood,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,2,0,0,no,,no,no,no,2,0,3.768,3.768,3.768,0,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.157,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,6719,https://github.com/zeroclaw-labs/zeroclaw/pull/6719,merged,2026-05-16T17:43:38Z,2026-07-08T18:32:36Z,2026-07-08T18:32:35Z,JordanTheJet,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,13,9,8,0,yes,github_user,yes,no,no,4,0,4.586,4.586,23.348,3,3,singlerider,human_account,not_automation,CONTRIBUTOR,yes,no,no,no,yes,53.034,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,4178,https://github.com/zeroclaw-labs/zeroclaw/pull/4178,merged,2026-03-21T22:27:22Z,2026-03-22T02:09:00Z,2026-03-22T02:09:00Z,WareWolf-MoonWall,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,no,no,no,2,0,3.691,3.691,3.691,1,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.154,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,4802,https://github.com/zeroclaw-labs/zeroclaw/pull/4802,closed,2026-03-26T21:30:17Z,2026-03-28T21:30:55Z,,joehoyle,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,1,0,,,,,no,no,no,no,yes,2.0,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,1283,https://github.com/zeroclaw-labs/zeroclaw/pull/1283,merged,2026-02-21T18:35:08Z,2026-02-21T18:39:08Z,2026-02-21T18:39:08Z,willsarg,CONTRIBUTOR,human_account,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,4,no,yes,yes,yes,no,no,no,no,6,4,2,0,yes,agent,no,no,no,4,2,0.003,0.064,0.064,2,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.003,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,3610,https://github.com/zeroclaw-labs/zeroclaw/pull/3610,merged,2026-03-15T17:39:50Z,2026-03-16T22:32:20Z,2026-03-16T22:32:20Z,rareba,CONTRIBUTOR,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,5,0,SimianAstronaut7,human_account,not_automation,,yes,no,no,yes,yes,1.203,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,251,https://github.com/zeroclaw-labs/zeroclaw/pull/251,merged,2026-02-16T02:54:32Z,2026-02-16T10:59:07Z,2026-02-16T10:59:07Z,mai1015,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,4,6,1,0,yes,other,yes,no,no,4,2,0.007,4.979,4.979,2,1,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.337,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,8725,https://github.com/zeroclaw-labs/zeroclaw/pull/8725,merged,2026-07-05T03:58:57Z,2026-07-17T04:30:39Z,2026-07-17T04:30:38Z,wangmiao0668000666,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,0,no,yes,yes,yes,no,no,no,no,10,6,7,2,yes,github_user,yes,yes,yes,4,0,11.706,11.706,11.706,6,6,JordanTheJet,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,no,12.022,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,8011,https://github.com/zeroclaw-labs/zeroclaw/pull/8011,merged,2026-06-19T12:07:21Z,2026-06-23T23:53:17Z,2026-06-23T23:53:16Z,Audacity88,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,0,no,yes,yes,yes,no,no,no,yes,1,0,1,0,yes,github_user,yes,no,no,2,0,82.783,82.783,,6,3,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,4.49,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,3386,https://github.com/zeroclaw-labs/zeroclaw/issues/3386,closed,2026-03-13T04:57:37Z,2026-03-13T13:20:36Z,,singlerider,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,0,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.349,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,1537,https://github.com/zeroclaw-labs/zeroclaw/pull/1537,closed,2026-02-24T02:04:35Z,2026-02-24T02:46:07Z,,rikitrader,NONE,human_account,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,5,no,yes,yes,no,no,no,no,yes,8,8,1,0,yes,agent,no,no,no,4,4,0.002,0.691,,11,0,chumyin,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.029,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,4832,https://github.com/zeroclaw-labs/zeroclaw/issues/4832,closed,2026-03-27T09:24:10Z,2026-07-23T04:20:01Z,,whtiehack,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,5,5,0,0,no,,no,no,no,5,0,178.464,178.464,394.029,0,0,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,117.789,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,1605,https://github.com/zeroclaw-labs/zeroclaw/issues/1605,closed,2026-02-24T09:03:11Z,2026-02-24T10:14:30Z,,reidliu41,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,no,no,no,no,yes,1,2,0,0,no,,no,no,no,2,0,1.188,1.188,,0,0,chumyin,human_account,not_automation,CONTRIBUTOR,yes,no,no,yes,yes,0.05,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,2743,https://github.com/zeroclaw-labs/zeroclaw/issues/2743,closed,2026-03-04T15:37:21Z,2026-03-05T06:54:59Z,,fettpl,CONTRIBUTOR,human_account,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,1,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,,no,no,no,2,0,11.545,11.545,11.545,0,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.637,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,6241,https://github.com/zeroclaw-labs/zeroclaw/issues/6241,closed,2026-04-30T13:23:05Z,2026-05-22T19:59:51Z,,danieliyahu1,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,2,0,0,no,,no,no,no,3,0,3.834,3.834,3.834,0,0,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,22.276,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,9644,https://github.com/zeroclaw-labs/zeroclaw/issues/9644,open,2026-08-01T23:04:21Z,,,JordanTheJet,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,3,4,0,0,no,,no,no,no,2,0,0.286,0.286,0.286,0,0,,,,,no,no,no,no,no,,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,2369,https://github.com/zeroclaw-labs/zeroclaw/issues/2369,closed,2026-03-01T09:20:39Z,2026-03-01T20:19:43Z,,Lemonawa,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,2,0,0,no,,no,no,no,2,0,10.632,10.632,10.632,0,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.458,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,9852,https://github.com/zeroclaw-labs/zeroclaw/issues/9852,closed,2026-08-08T22:29:42Z,2026-08-20T02:53:51Z,,JordanTheJet,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,,no,no,no,2,0,5.704,5.704,5.704,0,0,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,11.183,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,9430,https://github.com/zeroclaw-labs/zeroclaw/pull/9430,merged,2026-07-27T10:06:50Z,2026-08-04T06:35:25Z,2026-08-04T06:35:25Z,dependabot[bot],CONTRIBUTOR,automation_bot,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,2,1,1,0,yes,github_user,yes,no,no,2,1,6.886,6.886,6.886,1,1,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,no,7.853,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,8750,https://github.com/zeroclaw-labs/zeroclaw/pull/8750,merged,2026-07-06T06:37:29Z,2026-07-07T07:27:45Z,2026-07-07T07:27:45Z,NiuBlibing,CONTRIBUTOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,0,1,0,yes,github_user,yes,no,no,2,0,10.841,10.841,10.841,3,2,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,no,1.035,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,7346,https://github.com/zeroclaw-labs/zeroclaw/pull/7346,merged,2026-06-07T11:59:34Z,2026-06-08T16:16:26Z,2026-06-08T16:16:26Z,Nillth,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,0,no,yes,yes,yes,no,no,no,no,4,2,3,0,yes,github_user,no,no,no,3,0,9.256,9.256,12.199,1,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,no,no,1.178,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,2824,https://github.com/zeroclaw-labs/zeroclaw/issues/2824,closed,2026-03-05T10:09:46Z,2026-03-05T14:51:00Z,,Centauria,NONE,human_account,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,,no,no,no,2,0,0.805,0.805,0.805,0,0,theonlyhennygod,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,yes,0.195,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,pull_request,7589,https://github.com/zeroclaw-labs/zeroclaw/pull/7589,closed,2026-06-14T01:53:10Z,2026-06-14T17:40:20Z,,xuwei-xy,NONE,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,no,no,no,1,1,0,0,no,,no,no,no,2,0,15.786,15.786,15.786,1,0,Audacity88,human_account,not_automation,COLLABORATOR,yes,yes,no,yes,no,0.658,1
,,,42,zeroclaw-labs/zeroclaw,llm_native,agent_application,direct_agent_experience,issue,9730,https://github.com/zeroclaw-labs/zeroclaw/issues/9730,open,2026-08-04T02:44:13Z,,,IftekharUddin,COLLABORATOR,human_account,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,no,yes,yes,yes,no,unknown,yes,yes,0,0,0,0,no,,no,no,no,1,0,,,,0,0,,,,,no,no,no,no,no,,1
