sample_rank,repo_name,path,signal,matched_text,context,html_url,blob_sha,collected_at
72,farion1231/cc-switch,README.md,preapproval_or_issue_first,discussion before submit,"Pass format check: `pnpm format:check` - Pass unit tests: `pnpm test:unit` For new features, please open an issue for discussion before submitting a PR. PRs for features that are not a good fit for the project may be closed. ## Star History [![Star History Chart](https://api.star-history.com/svg?repos=farion1231/cc-swi",https://github.com/farion1231/cc-switch/blob/3217f72596f2d1c0f879f0a05f83803825d9809f/README.md,a2f6956b67a029ad00a4cb9c2b09a069b8aa7581,2026-08-29T10:16:27.687782+00:00
77,openvinotoolkit/openvino,CONTRIBUTING.md,invites_external_contribution,welcome contribution,"Articles, tutorials, blog posts, demos, videos, and any other involvement in the OpenVINO community is always a welcome contribution. If you discuss or present OpenVINO on various social platforms, you are raising awareness of the product among A.I. enthusiasts and enabling other people to discover",https://github.com/openvinotoolkit/openvino/blob/f5f594dc0c9e5961785f0d17743486d52eac87e7/CONTRIBUTING.md,f94544243012c2da0e237de6c7eb54b237f69d27,2026-08-29T10:16:32.723189+00:00
77,openvinotoolkit/openvino,CONTRIBUTING.md,invites_external_contribution,create a Pull Request,"one of the issues reported in [GitHub Issue Tracker](https://github.com/openvinotoolkit/openvino/issues) and [create a Pull Request](./CONTRIBUTING_PR.md) addressing it. If you want to start with something simple, check out the [first-time contributions section](#3-start-working-on-your-good-first-issue).",https://github.com/openvinotoolkit/openvino/blob/f5f594dc0c9e5961785f0d17743486d52eac87e7/CONTRIBUTING.md,f94544243012c2da0e237de6c7eb54b237f69d27,2026-08-29T10:16:32.723189+00:00
77,openvinotoolkit/openvino,README.md,invites_external_contribution,We welcome contributions,"tion](./CONTRIBUTING.md#3-start-working-on-your-good-first-issue), if you're looking for a place to start contributing. We welcome contributions of all kinds! You can ask questions and get support on: * [GitHub Issues](https://github.com/openvinotoolkit/openvino/issues). * OpenVINO channels on the [Intel DevHub Discord s",https://github.com/openvinotoolkit/openvino/blob/f5f594dc0c9e5961785f0d17743486d52eac87e7/README.md,7fa8d27f1e8f8e7d675aebc7a0a7c718c5b26d32,2026-08-29T10:16:32.723189+00:00
80,marimo-team/marimo,CONTRIBUTING.md,invites_external_contribution,We welcome contributions,# Contributing Guide We welcome contributions. _You don't need to be an expert in frontend or Python development to help out._ ## Checklist Contributions are made through [pull requests](https://help.github.com/articles/usi,https://github.com/marimo-team/marimo/blob/1269547a7294a586423001990da1ad4b449a8b36/CONTRIBUTING.md,4ed6e048bbed6a4348e3296565ab19b38d51616e,2026-08-29T10:16:36.899491+00:00
80,marimo-team/marimo,CONTRIBUTING.md,preapproval_or_issue_first,approval before implement,. Building consensus before making the pull request shows respect. **Early consensus prevents wasted effort.** Seeking approval before implementing a substantial change increases the chance that your work will be merged. ## Setup _Note: We recommend that Windows developers use [WSL](https://learn.microsoft.com/en-us/wind,https://github.com/marimo-team/marimo/blob/1269547a7294a586423001990da1ad4b449a8b36/CONTRIBUTING.md,4ed6e048bbed6a4348e3296565ab19b38d51616e,2026-08-29T10:16:36.899491+00:00
80,marimo-team/marimo,CONTRIBUTING.md,requires_cla_or_dco,cla). Don't fret. You can sign,a variety of CI jobs that run on pull requests. All new PRs will fail until you have signed the [CLA](https://marimo.io/cla). Don't fret. You can sign the CLA by leaving a comment in the PR with text of `I have read the CLA Document and I hereby sign the CLA`,https://github.com/marimo-team/marimo/blob/1269547a7294a586423001990da1ad4b449a8b36/CONTRIBUTING.md,4ed6e048bbed6a4348e3296565ab19b38d51616e,2026-08-29T10:16:36.899491+00:00
80,marimo-team/marimo,GOVERNANCE.md,requires_cla_or_dco,Contributor License Agreement,"determined one month ahead of time by discussions on the ""developer-calls"" channel of the marimo Discord Server. ### **Contributor License Agreement** All contributors to marimo must sign a Contributor License Agreement (CLA) before their contributions can be accepted. The CLA is a legal agreement that assigns copyright of co",https://github.com/marimo-team/marimo/blob/1269547a7294a586423001990da1ad4b449a8b36/GOVERNANCE.md,2093851cb721036ff3ba83e71631d6a949730cab,2026-08-29T10:16:36.899491+00:00
81,weaviate/weaviate,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,eported to GitHub as spam. This repository does not take part in Hacktoberfest or other contribution-count events. ### Contributor License Agreement Contributions to Weaviate must be accompanied by a Contributor License Agreement. You (or your employer) retain the copyright to your contribution; this simply gives us permissio,https://github.com/weaviate/weaviate/blob/32e91a184ec2a3774518a54d7750dc8c70d33eb0/CONTRIBUTING.md,5fe0f6feb840a159a560700e32263fe5405bc111,2026-08-29T10:16:38.760148+00:00
82,langflow-ai/langflow,README.md,invites_external_contribution,We welcome contributions,"s. ![Star Langflow](https://github.com/user-attachments/assets/03168b17-a11d-4b2a-b0f7-c1cce69e5a2c) ## 👋 Contribute We welcome contributions from developers of all levels. If you'd like to contribute, please check our [contributing guidelines](./CONTRIBUTING.md) and help make Langflow more accessible. --- [![Star His",https://github.com/langflow-ai/langflow/blob/da3d5050e83e55f885e0627245676933a867d06b/README.md,ccba723089429cedfa4a3bbbb11a897a57eb11e6,2026-08-29T10:16:39.918132+00:00
83,esengine/DeepSeek-Reasonix,CONTRIBUTING.md,invites_external_contribution,Submit a pull request,m `main-v2` 3. Make your changes with tests 4. Ensure `go test ./...` passes 5. Ensure `gofmt -l .` shows no changes 6. Submit a pull request to `main-v2` ## Reporting issues Open an issue on GitHub with: - Steps to reproduce - Expected vs actual behavior - Go version and OS - Relevant logs or error messages ## Licen,https://github.com/esengine/DeepSeek-Reasonix/blob/eac151f2c04bfe4b6dbec86401652c4a74b61731/CONTRIBUTING.md,989679b2497f647153579aa94576735cb47f8fa4,2026-08-29T10:16:40.758103+00:00
84,Arize-ai/phoenix,CONTRIBUTING.md,preapproval_or_issue_first,open an issue first,"s what changed, we are much less likely to review it. ## Issues First If you are thinking about a non-trivial change, open an issue first. That does not guarantee we will want the PR, but it gives us a chance to align before you invest the effort. An open issue is not an invitation to submit a PR. Even if an issue",https://github.com/Arize-ai/phoenix/blob/c48e50e9906fcc56c1c103ebd93ef3c95ed6b6e7/CONTRIBUTING.md,291920b67b5f158a517c9fda2c34014bdf5d6d78,2026-08-29T10:16:41.915548+00:00
84,Arize-ai/phoenix,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,"vide effective PR feedback, see this [guide](https://google.github.io/eng-practices/review/reviewer/comments.html). ## Contributor License Agreement (CLA) In order to accept your pull request, we need you to submit a CLA. You only need to do this once. Simply reply to your first pull request with `I have read the CLA Document",https://github.com/Arize-ai/phoenix/blob/c48e50e9906fcc56c1c103ebd93ef3c95ed6b6e7/CONTRIBUTING.md,291920b67b5f158a517c9fda2c34014bdf5d6d78,2026-08-29T10:16:41.915548+00:00
85,apache/hudi,README.md,requires_cla_or_dco,contributor license agreement,"<!-- Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership. The ASF licenses this file to You under the Apache License, Version",https://github.com/apache/hudi/blob/01935d148fae80c07972d9363043182942e755f5/README.md,ee41fcaa7704fd39dc0fcfc18cd4ced0f9da1aa8,2026-08-29T10:16:43.456196+00:00
87,PaddlePaddle/Paddle,CONTRIBUTING.md,invites_external_contribution,create a pull request,""" your local work into your forked repo: ```bash git push origin my-cool-stuff ``` The push allows you to create a pull request, requesting owners of this [official repo](https://github.com/PaddlePaddle/Paddle) to pull your change into the official one. To create a pull request, please follow [these st",https://github.com/PaddlePaddle/Paddle/blob/bfa22478204f36ef51410708d86d8e9829449d75/CONTRIBUTING.md,8f03b35783a5ff37d67cf02b925e8cba1e85a840,2026-08-29T10:16:45.563875+00:00
87,PaddlePaddle/Paddle,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,"welcome to contribute to project PaddlePaddle. To contribute to PaddlePaddle, you have to agree with the [PaddlePaddle Contributor License Agreement](https://gist.github.com/XiaoguangHu01/75018ad8e11af13df97070dd18ae6808). We sincerely appreciate your contribution. This document explains our workflow and work style. ## Work",https://github.com/PaddlePaddle/Paddle/blob/bfa22478204f36ef51410708d86d8e9829449d75/CONTRIBUTING.md,8f03b35783a5ff37d67cf02b925e8cba1e85a840,2026-08-29T10:16:45.563875+00:00
88,code-yeongyu/oh-my-openagent,CONTRIBUTING.md,invites_external_contribution,create a Pull Request,"tense (""Add feature"" not ""Added feature"") - Reference issues if applicable (""Fix #123"") 6. **Push** to your fork and create a Pull Request 7. **Describe** your changes clearly in the PR description ### PR Checklist - [ ] Code follows project conventions - [ ] `bun run typecheck` passes - [ ] `bun run build` succeed",https://github.com/code-yeongyu/oh-my-openagent/blob/fac61bafcaa552535ceddb21889302ecbc4c1d0d/CONTRIBUTING.md,28e98b72ab6bc45f541ffdbed0b0e3f05e3e244e,2026-08-29T10:16:46.787297+00:00
89,siyuan-note/siyuan,README.md,invites_external_contribution,contributions are welcome,"ith third-party cloud storage (Members' privileges). ### Is SiYuan open source? SiYuan is completely open source, and contributions are welcome: - [User Interface and Kernel](https://github.com/siyuan-note/siyuan) - [Android](https://github.com/siyuan-note/siyuan-android) - [iOS](https://github.com/siyuan-note/siyuan-ios",https://github.com/siyuan-note/siyuan/blob/afa823b6b4e4f183511e0bc0a3be93caa94c7c97/README.md,c0ce15ea0299e8ff36d0859448637a5bb45ab6a2,2026-08-29T10:16:48.060577+00:00
90,verl-project/verl,CONTRIBUTING.md,invites_external_contribution,We welcome contributions,"# Contributing to verl Thank you for considering a contribution to verl! We welcome contributions of any kind - bug fixes, enhancements, documentation improvements, or even just feedback. Whether you're an experienced developer or this is your first open-source project, your h",https://github.com/verl-project/verl/blob/ea53291385ce764019a2b40733605f21d8317583/CONTRIBUTING.md,8a2b097109f55130789c7e840b7a79bb028228fd,2026-08-29T10:16:49.269732+00:00
91,huggingface/trl,CONTRIBUTING.md,invites_external_contribution,open a Pull Request,"of open issues that are beginner-friendly and help you start contributing to open-source. The best way to do that is to open a Pull Request and link it to the issue that you'd like to work on. We try to give priority to opened PRs as we can easily track the progress of the fix, and if the contributor does not have tim",https://github.com/huggingface/trl/blob/6630e17a42976fb1db84034e94e0cf058e8baa21/CONTRIBUTING.md,3ec168688b208b177bbfe1b0fa41228ac323b621,2026-08-29T10:16:50.654366+00:00
92,eosphoros-ai/DB-GPT,CONTRIBUTING.md,invites_external_contribution,Create A Pull Request,". 9. Push the changes to your forked repository using the following command: ``` git push origin <branch-name> ``` ## Create A Pull Request 1. Go to the GitHub website and navigate to your forked repository. 2. Click the ""New pull request"" button. 3. Select the branch you just pushed to and the branch you want to m",https://github.com/eosphoros-ai/DB-GPT/blob/0b9c5050da41771f1e5130890602dc315c2c589b/CONTRIBUTING.md,86f2a2d235857ecba40d7a08105e86ca7516968b,2026-08-29T10:16:52.022277+00:00
93,danny-avila/LibreChat,.github/CONTRIBUTING.md,invites_external_contribution,Submit a pull request,"or"" (code refactoring), followed by a brief summary of the changes (e.g., `feat: Add new feature X to the project`). 4. Submit a pull request with a clear and concise description of your changes and the reasons behind them. 5. We will review your pull request, provide feedback as needed, and eventually merge the approve",https://github.com/danny-avila/LibreChat/blob/773127bff261886083b2fd595a3667fc4da52c15/.github/CONTRIBUTING.md,1574efbcd1f1588eecfebebab3ff8d27aa6106c3,2026-08-29T10:16:53.256796+00:00
94,apache/gravitino,CONTRIBUTING.md,invites_external_contribution,Submit a pull request,"e repository 2. Build the project using [how to build](/docs/how-to-build.md) 3. Pick an issue or start a discussion 4. Submit a pull request and collaborate with reviewers ## 🙌 Making Contributions We welcome all types of contributions: * **Code** – bug fixes, new features, refactoring, integrations * If you're ad",https://github.com/apache/gravitino/blob/b0717c3a4949420a1004c638338cc6b6d5e40302/CONTRIBUTING.md,69b72d5dfd9673e43bcb154591d8c76ec39aea9d,2026-08-29T10:16:54.438641+00:00
94,apache/gravitino,CONTRIBUTING.md,requires_cla_or_dco,contributor license agreement,"<!-- Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership. The ASF licenses this file to you under the Apache License, Vers",https://github.com/apache/gravitino/blob/b0717c3a4949420a1004c638338cc6b6d5e40302/CONTRIBUTING.md,69b72d5dfd9673e43bcb154591d8c76ec39aea9d,2026-08-29T10:16:54.438641+00:00
94,apache/gravitino,GOVERNANCE.md,requires_cla_or_dco,contributor license agreement,"<!-- Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership. The ASF licenses this file to you under the Apache License, Vers",https://github.com/apache/gravitino/blob/b0717c3a4949420a1004c638338cc6b6d5e40302/GOVERNANCE.md,f01e48b3d5bf8ef86bacd0e44603b536eee4bbb8,2026-08-29T10:16:54.438641+00:00
94,apache/gravitino,README.md,requires_cla_or_dco,contributor license agreement,"<!-- Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership. The ASF licenses this file to you under the Apache License, Vers",https://github.com/apache/gravitino/blob/b0717c3a4949420a1004c638338cc6b6d5e40302/README.md,1ea9f01b198bb466c9471d6cd6e9fcb6e6ffb51d,2026-08-29T10:16:54.438641+00:00
96,aaif-goose/goose,CONTRIBUTING.md,invites_external_contribution,open a pull request,"a problem to a verified solution, not writing the patch. ## From Issue to Pull Request Do not begin implementation or open a pull request until the issue has reached **Ready** on the Goose Issues board. Every external pull request must: - link the Ready issue it implements; - stay within the design and scope agree",https://github.com/aaif-goose/goose/blob/8ae4e4ba02836529790f47109b8785e8b42843a7/CONTRIBUTING.md,aa8a55fd37bc2edd4a365363d9bfdbaebf014f8a,2026-08-29T10:16:56.415560+00:00
96,aaif-goose/goose,GOVERNANCE.md,preapproval_or_issue_first,discussion before implement,"ges quickly when there's clear benefit. * Significant architectural changes should have discussion in a GitHub issue or discussion before implementation. * Core Maintainers may step in when disputes arise or when decisions have project-wide impact. ### Dispute Resolution * If Maintainers cannot reach consensus, the matter i",https://github.com/aaif-goose/goose/blob/8ae4e4ba02836529790f47109b8785e8b42843a7/GOVERNANCE.md,ff574e9f4eccd8aea6baec0a7df1b270964a7966,2026-08-29T10:16:56.415560+00:00
97,open-webui/open-webui,.github/pull_request_template.md,invites_external_contribution,open pull request,"⚠️ 1. Target the `dev` branch. PRs targeting `main` will be automatically closed. 2. First-time contributors should not open pull requests directly unless the pull request contains only i18n/localization updates. Do not open a PR as the first step. For real, reproducible bugs, start with a well-described Issue",https://github.com/open-webui/open-webui/blob/d3e8bf3405e848cfba377814d0aa7ba7290e414d/.github/pull_request_template.md,27f795ace70c0d550977e400aafe867f4731543a,2026-08-29T10:16:58.146523+00:00
97,open-webui/open-webui,.github/pull_request_template.md,preapproval_or_issue_first,Do not open a pull request as the first step,"delete the CLA section at the bottom. It is required for the bot to accept your PR. --> # Pull Request Checklist ### Do not open a pull request as the first step. For real, reproducible bugs, start with a well-described [Issue](https://github.com/open-webui/open-webui/issues) that explains the problem, why it matters, and what outcome you",https://github.com/open-webui/open-webui/blob/d3e8bf3405e848cfba377814d0aa7ba7290e414d/.github/pull_request_template.md,27f795ace70c0d550977e400aafe867f4731543a,2026-08-29T10:16:58.146523+00:00
97,open-webui/open-webui,.github/pull_request_template.md,requires_cla_or_dco,CLA section at the bottom. It is required,"ithout review. Contributors with a history of successful merged PRs may be given more latitude. 3. Do NOT delete the CLA section at the bottom. It is required for the bot to accept your PR. --> # Pull Request Checklist ### Do not open a pull request as the first step. For real, reproducible bugs, start with a well-described [Issue](h",https://github.com/open-webui/open-webui/blob/d3e8bf3405e848cfba377814d0aa7ba7290e414d/.github/pull_request_template.md,27f795ace70c0d550977e400aafe867f4731543a,2026-08-29T10:16:58.146523+00:00
98,livekit/agents,CONTRIBUTING.md,preapproval_or_issue_first,open an issue first,"ng pull requests. - **Add new features**: we're open to adding new features to the framework, though we ask that you open an issue first to discuss the viability and scope of the new functionality before starting work. Our continuous integration requires a few additional code quality steps for your pull request",https://github.com/livekit/agents/blob/cdb37ade6f8e80822e6c5ec4e6de457f2dcaf637/CONTRIBUTING.md,d33c59007a9574313b9e3c4b442e2c59720ed318,2026-08-29T10:16:59.254880+00:00
98,livekit/agents,CONTRIBUTING.md,requires_cla_or_dco,Contributor License Agreement,"properly documented. - On your first pull request, the CLA Assistant bot will give you a link to sign this project's Contributor License Agreement, required to add your code to the repository. - There's no need to mess around with `CHANGELOG.md` or package manifests — we have a bot handle that for us. A maintainer will ad",https://github.com/livekit/agents/blob/cdb37ade6f8e80822e6c5ec4e6de457f2dcaf637/CONTRIBUTING.md,d33c59007a9574313b9e3c4b442e2c59720ed318,2026-08-29T10:16:59.254880+00:00
99,router-for-me/CLIProxyAPI,README.md,invites_external_contribution,Contributions are welcome,her: [docs/sdk-watcher.md](docs/sdk-watcher.md) - Custom Provider Example: `examples/custom-provider` ## Contributing Contributions are welcome! Please feel free to submit a Pull Request. 1. Fork the repository 2. Create your feature branch (`git checkout -b feature/amazing-feature`) 3. Commit your changes (`git commit -,https://github.com/router-for-me/CLIProxyAPI/blob/f0de1d008fe8881dcb7431cf97b147295874c2b2/README.md,35ccbd808023861625a10b3224c5881759bda690,2026-08-29T10:17:00.069903+00:00
99,router-for-me/CLIProxyAPI,README.md,invites_external_contribution,submit a Pull Request,- Custom Provider Example: `examples/custom-provider` ## Contributing Contributions are welcome! Please feel free to submit a Pull Request. 1. Fork the repository 2. Create your feature branch (`git checkout -b feature/amazing-feature`) 3. Commit your changes (`git commit -m 'Add some amazing feature'`) 4. Push to t,https://github.com/router-for-me/CLIProxyAPI/blob/f0de1d008fe8881dcb7431cf97b147295874c2b2/README.md,35ccbd808023861625a10b3224c5881759bda690,2026-08-29T10:17:00.069903+00:00
