sample_rank,repo_name,created_at,llm_native_manual,collaboration_niche,year,window_start,window_end,observable_in_window,issues_opened,issues_closed_from_cohort,issues_unresolved_from_cohort,prs_opened,prs_closed_from_cohort,prs_merged_from_cohort,prs_closed_unmerged_from_cohort,prs_unresolved_from_cohort,graphql_cost,graphql_remaining,collected_at,quality_flag
53,pydantic/pydantic-ai,2024-06-21,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,1033,790,243,1114,1060,825,235,54,1,4869,2026-08-30T13:52:38.285900+00:00,search_count_invariants_ok
53,pydantic/pydantic-ai,2024-06-21,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,1352,967,385,2583,2252,1310,942,331,1,4869,2026-08-30T13:52:38.285900+00:00,search_count_invariants_ok
54,google-gemini/gemini-cli,2025-04-17,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4868,2026-08-30T13:52:40.431582+00:00,search_count_invariants_ok
54,google-gemini/gemini-cli,2025-04-17,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4868,2026-08-30T13:52:40.431582+00:00,search_count_invariants_ok
54,google-gemini/gemini-cli,2025-04-17,llm_native,agent_application,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4868,2026-08-30T13:52:40.431582+00:00,search_count_invariants_ok
54,google-gemini/gemini-cli,2025-04-17,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,3840,2457,1383,3209,2958,2084,874,251,1,4868,2026-08-30T13:52:40.431582+00:00,search_count_invariants_ok
54,google-gemini/gemini-cli,2025-04-17,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,6201,5663,538,6551,6091,2703,3388,460,1,4868,2026-08-30T13:52:40.431582+00:00,search_count_invariants_ok
55,apache/iceberg,2018-11-19,traditional,model_infra,2022,2022-01-01,2022-08-29,yes,423,200,223,1410,1172,983,189,238,1,4867,2026-08-30T13:52:42.201880+00:00,search_count_invariants_ok
55,apache/iceberg,2018-11-19,traditional,model_infra,2023,2023-01-01,2023-08-29,yes,566,222,344,1337,1124,971,153,213,1,4867,2026-08-30T13:52:42.201880+00:00,search_count_invariants_ok
55,apache/iceberg,2018-11-19,traditional,model_infra,2024,2024-01-01,2024-08-29,yes,489,156,333,1160,930,774,156,230,1,4867,2026-08-30T13:52:42.201880+00:00,search_count_invariants_ok
55,apache/iceberg,2018-11-19,traditional,model_infra,2025,2025-01-01,2025-08-29,yes,579,234,345,1473,1337,1025,312,136,1,4867,2026-08-30T13:52:42.201880+00:00,search_count_invariants_ok
55,apache/iceberg,2018-11-19,traditional,model_infra,2026,2026-01-01,2026-08-29,yes,602,252,350,2322,1733,1251,482,589,1,4867,2026-08-30T13:52:42.201880+00:00,search_count_invariants_ok
56,infiniflow/ragflow,2023-12-12,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4866,2026-08-30T13:52:44.701983+00:00,search_count_invariants_ok
56,infiniflow/ragflow,2023-12-12,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4866,2026-08-30T13:52:44.701983+00:00,search_count_invariants_ok
56,infiniflow/ragflow,2023-12-12,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,yes,1003,620,383,1103,1103,1032,71,0,1,4866,2026-08-30T13:52:44.701983+00:00,search_count_invariants_ok
56,infiniflow/ragflow,2023-12-12,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,3089,1002,2087,2071,2055,1823,232,16,1,4866,2026-08-30T13:52:44.701983+00:00,search_count_invariants_ok
56,infiniflow/ragflow,2023-12-12,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,1456,840,616,5024,4365,3891,474,659,1,4866,2026-08-30T13:52:44.701983+00:00,search_count_invariants_ok
57,wandb/wandb,2017-03-24,traditional,model_infra,2022,2022-01-01,2022-08-29,yes,471,172,299,626,557,462,95,69,1,4865,2026-08-30T13:52:46.503010+00:00,search_count_invariants_ok
57,wandb/wandb,2017-03-24,traditional,model_infra,2023,2023-01-01,2023-08-29,yes,523,241,282,959,834,685,149,125,1,4865,2026-08-30T13:52:46.503010+00:00,search_count_invariants_ok
57,wandb/wandb,2017-03-24,traditional,model_infra,2024,2024-01-01,2024-08-29,yes,361,197,164,1077,992,849,143,85,1,4865,2026-08-30T13:52:46.503010+00:00,search_count_invariants_ok
57,wandb/wandb,2017-03-24,traditional,model_infra,2025,2025-01-01,2025-08-29,yes,225,118,107,1031,962,827,135,69,1,4865,2026-08-30T13:52:46.503010+00:00,search_count_invariants_ok
57,wandb/wandb,2017-03-24,traditional,model_infra,2026,2026-01-01,2026-08-29,yes,119,76,43,1309,1082,912,170,227,1,4865,2026-08-30T13:52:46.503010+00:00,search_count_invariants_ok
58,agno-agi/agno,2022-05-04,mixed,agent_framework,2022,2022-01-01,2022-08-29,yes,0,0,0,0,0,0,0,0,1,4864,2026-08-30T13:52:48.481774+00:00,search_count_invariants_ok
58,agno-agi/agno,2022-05-04,mixed,agent_framework,2023,2023-01-01,2023-08-29,yes,0,0,0,20,18,17,1,2,1,4864,2026-08-30T13:52:48.481774+00:00,search_count_invariants_ok
58,agno-agi/agno,2022-05-04,mixed,agent_framework,2024,2024-01-01,2024-08-29,yes,163,100,63,194,163,136,27,31,1,4864,2026-08-30T13:52:48.481774+00:00,search_count_invariants_ok
58,agno-agi/agno,2022-05-04,mixed,agent_framework,2025,2025-01-01,2025-08-29,yes,956,823,133,1618,1536,1323,213,82,1,4864,2026-08-30T13:52:48.481774+00:00,search_count_invariants_ok
58,agno-agi/agno,2022-05-04,mixed,agent_framework,2026,2026-01-01,2026-08-29,yes,1014,482,532,2788,2045,1187,858,743,1,4864,2026-08-30T13:52:48.481774+00:00,search_count_invariants_ok
59,Kilo-Org/kilocode,2025-03-10,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4863,2026-08-30T13:52:50.213040+00:00,search_count_invariants_ok
59,Kilo-Org/kilocode,2025-03-10,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4863,2026-08-30T13:52:50.213040+00:00,search_count_invariants_ok
59,Kilo-Org/kilocode,2025-03-10,llm_native,agent_application,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4863,2026-08-30T13:52:50.213040+00:00,search_count_invariants_ok
59,Kilo-Org/kilocode,2025-03-10,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,687,451,236,949,906,807,99,43,1,4863,2026-08-30T13:52:50.213040+00:00,search_count_invariants_ok
59,Kilo-Org/kilocode,2025-03-10,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,3107,2657,450,5525,5203,3422,1781,322,1,4863,2026-08-30T13:52:50.213040+00:00,search_count_invariants_ok
60,a2ui-project/a2ui,2025-09-24,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4862,2026-08-30T13:52:51.923328+00:00,search_count_invariants_ok
60,a2ui-project/a2ui,2025-09-24,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4862,2026-08-30T13:52:51.923328+00:00,search_count_invariants_ok
60,a2ui-project/a2ui,2025-09-24,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4862,2026-08-30T13:52:51.923328+00:00,search_count_invariants_ok
60,a2ui-project/a2ui,2025-09-24,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4862,2026-08-30T13:52:51.923328+00:00,search_count_invariants_ok
60,a2ui-project/a2ui,2025-09-24,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,630,386,244,1329,1154,877,277,175,1,4862,2026-08-30T13:52:51.923328+00:00,search_count_invariants_ok
61,omnigent-ai/omnigent,2026-06-11,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4861,2026-08-30T13:52:53.812171+00:00,search_count_invariants_ok
61,omnigent-ai/omnigent,2026-06-11,llm_native,agent_framework,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4861,2026-08-30T13:52:53.812171+00:00,search_count_invariants_ok
61,omnigent-ai/omnigent,2026-06-11,llm_native,agent_framework,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4861,2026-08-30T13:52:53.812171+00:00,search_count_invariants_ok
61,omnigent-ai/omnigent,2026-06-11,llm_native,agent_framework,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4861,2026-08-30T13:52:53.812171+00:00,search_count_invariants_ok
61,omnigent-ai/omnigent,2026-06-11,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,1235,685,550,4534,3422,2994,428,1112,1,4861,2026-08-30T13:52:53.812171+00:00,search_count_invariants_ok
62,activepieces/activepieces,2022-12-03,mixed,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4860,2026-08-30T13:52:56.104772+00:00,search_count_invariants_ok
62,activepieces/activepieces,2022-12-03,mixed,agent_framework,2023,2023-01-01,2023-08-29,yes,639,526,113,1181,1164,1072,92,17,1,4860,2026-08-30T13:52:56.104772+00:00,search_count_invariants_ok
62,activepieces/activepieces,2022-12-03,mixed,agent_framework,2024,2024-01-01,2024-08-29,yes,426,268,158,1493,1477,1369,108,16,1,4860,2026-08-30T13:52:56.104772+00:00,search_count_invariants_ok
62,activepieces/activepieces,2022-12-03,mixed,agent_framework,2025,2025-01-01,2025-08-29,yes,723,495,228,1812,1754,1436,318,58,1,4860,2026-08-30T13:52:56.104772+00:00,search_count_invariants_ok
62,activepieces/activepieces,2022-12-03,mixed,agent_framework,2026,2026-01-01,2026-08-29,yes,506,260,246,3649,3314,2351,963,335,1,4860,2026-08-30T13:52:56.104772+00:00,search_count_invariants_ok
63,NVIDIA/Megatron-LM,2019-03-21,llm_native,model_infra,2022,2022-01-01,2022-08-29,yes,49,13,36,23,9,2,7,14,1,4859,2026-08-30T13:52:58.647827+00:00,search_count_invariants_ok
63,NVIDIA/Megatron-LM,2019-03-21,llm_native,model_infra,2023,2023-01-01,2023-08-29,yes,112,47,65,93,51,10,41,42,1,4859,2026-08-30T13:52:58.647827+00:00,search_count_invariants_ok
63,NVIDIA/Megatron-LM,2019-03-21,llm_native,model_infra,2024,2024-01-01,2024-08-29,yes,268,102,166,115,48,0,48,67,1,4859,2026-08-30T13:52:58.647827+00:00,search_count_invariants_ok
63,NVIDIA/Megatron-LM,2019-03-21,llm_native,model_infra,2025,2025-01-01,2025-08-29,yes,281,85,196,144,77,2,75,67,1,4859,2026-08-30T13:52:58.647827+00:00,search_count_invariants_ok
63,NVIDIA/Megatron-LM,2019-03-21,llm_native,model_infra,2026,2026-01-01,2026-08-29,yes,441,217,224,3728,2738,2100,638,990,1,4859,2026-08-30T13:52:58.647827+00:00,search_count_invariants_ok
64,diegosouzapw/OmniRoute,2026-02-13,llm_native,model_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4858,2026-08-30T13:53:00.882403+00:00,search_count_invariants_ok
64,diegosouzapw/OmniRoute,2026-02-13,llm_native,model_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4858,2026-08-30T13:53:00.882403+00:00,search_count_invariants_ok
64,diegosouzapw/OmniRoute,2026-02-13,llm_native,model_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4858,2026-08-30T13:53:00.882403+00:00,search_count_invariants_ok
64,diegosouzapw/OmniRoute,2026-02-13,llm_native,model_infra,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4858,2026-08-30T13:53:00.882403+00:00,search_count_invariants_ok
64,diegosouzapw/OmniRoute,2026-02-13,llm_native,model_infra,2026,2026-01-01,2026-08-29,yes,3939,3827,112,7655,7268,6243,1025,387,1,4858,2026-08-30T13:53:00.882403+00:00,search_count_invariants_ok
65,mlflow/mlflow,2018-06-05,mixed,model_infra,2022,2022-01-01,2022-08-29,yes,451,286,165,907,857,704,153,50,1,4857,2026-08-30T13:53:03.099270+00:00,search_count_invariants_ok
65,mlflow/mlflow,2018-06-05,mixed,model_infra,2023,2023-01-01,2023-08-29,yes,429,237,192,1356,1253,1082,171,103,1,4857,2026-08-30T13:53:03.099270+00:00,search_count_invariants_ok
65,mlflow/mlflow,2018-06-05,mixed,model_infra,2024,2024-01-01,2024-08-29,yes,468,233,235,1709,1591,1349,242,118,1,4857,2026-08-30T13:53:03.099270+00:00,search_count_invariants_ok
65,mlflow/mlflow,2018-06-05,mixed,model_infra,2025,2025-01-01,2025-08-29,yes,587,357,230,2645,2461,2142,319,184,1,4857,2026-08-30T13:53:03.099270+00:00,search_count_invariants_ok
65,mlflow/mlflow,2018-06-05,mixed,model_infra,2026,2026-01-01,2026-08-29,yes,811,552,259,4803,4426,3318,1108,377,1,4857,2026-08-30T13:53:03.099270+00:00,search_count_invariants_ok
66,CopilotKit/CopilotKit,2023-06-19,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4856,2026-08-30T13:53:04.880241+00:00,search_count_invariants_ok
66,CopilotKit/CopilotKit,2023-06-19,llm_native,agent_framework,2023,2023-01-01,2023-08-29,yes,1,1,0,26,26,26,0,0,1,4856,2026-08-30T13:53:04.880241+00:00,search_count_invariants_ok
66,CopilotKit/CopilotKit,2023-06-19,llm_native,agent_framework,2024,2024-01-01,2024-08-29,yes,88,43,45,325,307,284,23,18,1,4856,2026-08-30T13:53:04.880241+00:00,search_count_invariants_ok
66,CopilotKit/CopilotKit,2023-06-19,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,332,137,195,829,779,648,131,50,1,4856,2026-08-30T13:53:04.880241+00:00,search_count_invariants_ok
66,CopilotKit/CopilotKit,2023-06-19,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,451,360,91,3331,2819,2385,434,512,1,4856,2026-08-30T13:53:04.880241+00:00,search_count_invariants_ok
67,langfuse/langfuse,2023-05-18,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4855,2026-08-30T13:53:07.032164+00:00,search_count_invariants_ok
67,langfuse/langfuse,2023-05-18,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,yes,6,2,4,102,99,93,6,3,1,4855,2026-08-30T13:53:07.032164+00:00,search_count_invariants_ok
67,langfuse/langfuse,2023-05-18,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,yes,358,258,100,1517,1492,1185,307,25,1,4855,2026-08-30T13:53:07.032164+00:00,search_count_invariants_ok
67,langfuse/langfuse,2023-05-18,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,895,718,177,1831,1717,1497,220,114,1,4855,2026-08-30T13:53:07.032164+00:00,search_count_invariants_ok
67,langfuse/langfuse,2023-05-18,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,750,574,176,3969,3323,2832,491,646,1,4855,2026-08-30T13:53:07.032164+00:00,search_count_invariants_ok
68,multica-ai/multica,2026-01-13,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4854,2026-08-30T13:53:08.826351+00:00,search_count_invariants_ok
68,multica-ai/multica,2026-01-13,llm_native,agent_framework,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4854,2026-08-30T13:53:08.826351+00:00,search_count_invariants_ok
68,multica-ai/multica,2026-01-13,llm_native,agent_framework,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4854,2026-08-30T13:53:08.826351+00:00,search_count_invariants_ok
68,multica-ai/multica,2026-01-13,llm_native,agent_framework,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4854,2026-08-30T13:53:08.826351+00:00,search_count_invariants_ok
68,multica-ai/multica,2026-01-13,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,2375,1561,814,5274,4179,3355,824,1095,1,4854,2026-08-30T13:53:08.826351+00:00,search_count_invariants_ok
69,coze-dev/coze-loop,2025-06-24,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4853,2026-08-30T13:53:10.524044+00:00,search_count_invariants_ok
69,coze-dev/coze-loop,2025-06-24,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4853,2026-08-30T13:53:10.524044+00:00,search_count_invariants_ok
69,coze-dev/coze-loop,2025-06-24,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4853,2026-08-30T13:53:10.524044+00:00,search_count_invariants_ok
69,coze-dev/coze-loop,2025-06-24,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,73,47,26,58,49,44,5,9,1,4853,2026-08-30T13:53:10.524044+00:00,search_count_invariants_ok
69,coze-dev/coze-loop,2025-06-24,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,11,3,8,257,233,217,16,24,1,4853,2026-08-30T13:53:10.524044+00:00,search_count_invariants_ok
70,IBM/mcp-context-forge,2025-05-08,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4851,2026-08-30T13:53:12.984901+00:00,search_count_invariants_ok
70,IBM/mcp-context-forge,2025-05-08,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4851,2026-08-30T13:53:12.984901+00:00,search_count_invariants_ok
70,IBM/mcp-context-forge,2025-05-08,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4851,2026-08-30T13:53:12.984901+00:00,search_count_invariants_ok
70,IBM/mcp-context-forge,2025-05-08,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,349,209,140,482,457,425,32,25,1,4851,2026-08-30T13:53:12.984901+00:00,search_count_invariants_ok
70,IBM/mcp-context-forge,2025-05-08,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,2389,1648,741,2204,1860,1469,391,344,1,4851,2026-08-30T13:53:12.984901+00:00,search_count_invariants_ok
71,NVIDIA/OpenShell,2026-02-24,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4850,2026-08-30T13:53:14.862730+00:00,search_count_invariants_ok
71,NVIDIA/OpenShell,2026-02-24,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4850,2026-08-30T13:53:14.862730+00:00,search_count_invariants_ok
71,NVIDIA/OpenShell,2026-02-24,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4850,2026-08-30T13:53:14.862730+00:00,search_count_invariants_ok
71,NVIDIA/OpenShell,2026-02-24,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4850,2026-08-30T13:53:14.862730+00:00,search_count_invariants_ok
71,NVIDIA/OpenShell,2026-02-24,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,1043,665,378,1704,1507,1149,358,197,1,4850,2026-08-30T13:53:14.862730+00:00,search_count_invariants_ok
72,farion1231/cc-switch,2025-08-04,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4849,2026-08-30T13:53:16.923476+00:00,search_count_invariants_ok
72,farion1231/cc-switch,2025-08-04,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4849,2026-08-30T13:53:16.923476+00:00,search_count_invariants_ok
72,farion1231/cc-switch,2025-08-04,llm_native,agent_application,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4849,2026-08-30T13:53:16.923476+00:00,search_count_invariants_ok
72,farion1231/cc-switch,2025-08-04,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,1,0,1,1,1,1,0,0,1,4849,2026-08-30T13:53:16.923476+00:00,search_count_invariants_ok
72,farion1231/cc-switch,2025-08-04,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,4498,2832,1666,1710,728,380,348,982,1,4849,2026-08-30T13:53:16.923476+00:00,search_count_invariants_ok
73,Comfy-Org/ComfyUI,2023-01-17,traditional,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4848,2026-08-30T13:53:19.000224+00:00,search_count_invariants_ok
73,Comfy-Org/ComfyUI,2023-01-17,traditional,agent_framework,2023,2023-01-01,2023-08-29,yes,731,246,485,350,290,198,92,60,1,4848,2026-08-30T13:53:19.000224+00:00,search_count_invariants_ok
73,Comfy-Org/ComfyUI,2023-01-17,traditional,agent_framework,2024,2024-01-01,2024-08-29,yes,1498,685,813,424,336,176,160,88,1,4848,2026-08-30T13:53:19.000224+00:00,search_count_invariants_ok
73,Comfy-Org/ComfyUI,2023-01-17,traditional,agent_framework,2025,2025-01-01,2025-08-29,yes,2137,1198,939,893,763,632,131,130,1,4848,2026-08-30T13:53:19.000224+00:00,search_count_invariants_ok
73,Comfy-Org/ComfyUI,2023-01-17,traditional,agent_framework,2026,2026-01-01,2026-08-29,yes,1873,701,1172,2267,1738,1374,364,529,1,4848,2026-08-30T13:53:19.000224+00:00,search_count_invariants_ok
74,stablyai/orca,2026-03-17,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4847,2026-08-30T13:53:21.373067+00:00,search_count_invariants_ok
74,stablyai/orca,2026-03-17,llm_native,agent_framework,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4847,2026-08-30T13:53:21.373067+00:00,search_count_invariants_ok
74,stablyai/orca,2026-03-17,llm_native,agent_framework,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4847,2026-08-30T13:53:21.373067+00:00,search_count_invariants_ok
74,stablyai/orca,2026-03-17,llm_native,agent_framework,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4847,2026-08-30T13:53:21.373067+00:00,search_count_invariants_ok
74,stablyai/orca,2026-03-17,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,4527,2263,2264,12604,9057,8332,725,3547,1,4847,2026-08-30T13:53:21.373067+00:00,search_count_invariants_ok
75,unslothai/unsloth,2023-11-29,llm_native,model_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4846,2026-08-30T13:53:23.187759+00:00,search_count_invariants_ok
75,unslothai/unsloth,2023-11-29,llm_native,model_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4846,2026-08-30T13:53:23.187759+00:00,search_count_invariants_ok
75,unslothai/unsloth,2023-11-29,llm_native,model_infra,2024,2024-01-01,2024-08-29,yes,710,232,478,199,184,171,13,15,1,4846,2026-08-30T13:53:23.187759+00:00,search_count_invariants_ok
75,unslothai/unsloth,2023-11-29,llm_native,model_infra,2025,2025-01-01,2025-08-29,yes,1304,767,537,350,294,234,60,56,1,4846,2026-08-30T13:53:23.187759+00:00,search_count_invariants_ok
75,unslothai/unsloth,2023-11-29,llm_native,model_infra,2026,2026-01-01,2026-08-29,yes,1518,998,520,4517,3824,3277,547,693,1,4846,2026-08-30T13:53:23.187759+00:00,search_count_invariants_ok
76,langchain-ai/langchain,2022-10-17,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4845,2026-08-30T13:53:24.985304+00:00,search_count_invariants_ok
76,langchain-ai/langchain,2022-10-17,llm_native,agent_framework,2023,2023-01-01,2023-08-29,yes,3393,1058,2335,5395,5019,4177,842,376,1,4845,2026-08-30T13:53:24.985304+00:00,search_count_invariants_ok
76,langchain-ai/langchain,2022-10-17,llm_native,agent_framework,2024,2024-01-01,2024-08-29,yes,2095,1535,560,5724,5489,4487,1002,235,1,4845,2026-08-30T13:53:24.985304+00:00,search_count_invariants_ok
76,langchain-ai/langchain,2022-10-17,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,626,458,168,2428,2282,1766,516,146,1,4845,2026-08-30T13:53:24.985304+00:00,search_count_invariants_ok
76,langchain-ai/langchain,2022-10-17,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,1155,876,279,3940,3805,1667,2138,135,1,4845,2026-08-30T13:53:24.985304+00:00,search_count_invariants_ok
77,openvinotoolkit/openvino,2018-10-15,traditional,model_infra,2022,2022-01-01,2022-08-29,yes,311,267,44,2998,2558,2093,465,440,1,4844,2026-08-30T13:53:27.277938+00:00,search_count_invariants_ok
77,openvinotoolkit/openvino,2018-10-15,traditional,model_infra,2023,2023-01-01,2023-08-29,yes,292,233,59,4257,4069,3344,725,188,1,4844,2026-08-30T13:53:27.277938+00:00,search_count_invariants_ok
77,openvinotoolkit/openvino,2018-10-15,traditional,model_infra,2024,2024-01-01,2024-08-29,yes,399,237,162,3926,3756,3102,654,170,1,4844,2026-08-30T13:53:27.277938+00:00,search_count_invariants_ok
77,openvinotoolkit/openvino,2018-10-15,traditional,model_infra,2025,2025-01-01,2025-08-29,yes,410,183,227,3159,2897,2288,609,262,1,4844,2026-08-30T13:53:27.277938+00:00,search_count_invariants_ok
77,openvinotoolkit/openvino,2018-10-15,traditional,model_infra,2026,2026-01-01,2026-08-29,yes,490,301,189,3614,3019,2254,765,595,1,4844,2026-08-30T13:53:27.277938+00:00,search_count_invariants_ok
78,microsoft/agent-framework,2025-04-28,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4843,2026-08-30T13:53:29.030227+00:00,search_count_invariants_ok
78,microsoft/agent-framework,2025-04-28,llm_native,agent_framework,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4843,2026-08-30T13:53:29.030227+00:00,search_count_invariants_ok
78,microsoft/agent-framework,2025-04-28,llm_native,agent_framework,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4843,2026-08-30T13:53:29.030227+00:00,search_count_invariants_ok
78,microsoft/agent-framework,2025-04-28,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,267,123,144,298,262,235,27,36,1,4843,2026-08-30T13:53:29.030227+00:00,search_count_invariants_ok
78,microsoft/agent-framework,2025-04-28,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,1917,1534,383,2727,2497,1821,676,230,1,4843,2026-08-30T13:53:29.030227+00:00,search_count_invariants_ok
79,comet-ml/opik,2023-05-10,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4842,2026-08-30T13:53:30.883783+00:00,search_count_invariants_ok
79,comet-ml/opik,2023-05-10,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,yes,2,1,1,47,46,44,2,1,1,4842,2026-08-30T13:53:30.883783+00:00,search_count_invariants_ok
79,comet-ml/opik,2023-05-10,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,yes,4,1,3,29,29,26,3,0,1,4842,2026-08-30T13:53:30.883783+00:00,search_count_invariants_ok
79,comet-ml/opik,2023-05-10,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,296,209,87,1862,1842,1632,210,20,1,4842,2026-08-30T13:53:30.883783+00:00,search_count_invariants_ok
